Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
2005 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,24,22,2,0,16,3,1,0,0
2005 ,KP ,615 ,NDEG ,4048 ,Aerospace Engineering ,1,1,0,0,0,0,0,0,0
2005 ,KP ,615 ,PHD ,0099 ,Aero & Astro Engineering ,23,18,5,0,10,1,0,0,0
2005 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,7,6,1,0,1,0,0,0,0
2005 ,KP ,917 ,BS ,0127 ,Industrial Engineering ,66,43,23,0,47,9,0,2,0
2005 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,819,724,92,3,602,116,16,36,1
2005 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,10,9,1,0,9,1,0,0,0
2005 ,KP ,917 ,MS ,0127 ,Industrial Engineering ,4,2,2,0,0,1,0,0,0
2005 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,99,88,11,0,56,8,1,4,3
2005 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,1,1,0,0,1,0,0,0,0
2005 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,6,5,1,0,5,1,0,0,0
2005 ,KP ,917 ,PHD ,0127 ,Industrial Engineering ,11,9,2,0,3,0,0,0,0
2005 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,120,104,16,0,27,5,2,2,0
2005 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,212,165,47,0,146,33,6,5,1
2005 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,8,6,2,0,3,3,0,1,0
2005 ,KP ,919 ,NDEG ,0130 ,Materials Science & Engr ,3,3,0,0,0,0,0,0,0
2005 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,160,114,46,0,51,14,1,3,0
2005 ,KP ,933 ,BS ,0109 ,Computer Engineering ,563,520,42,1,309,130,24,32,0
2005 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,855,748,107,0,347,290,19,24,2
2005 ,KP ,933 ,MS ,0115 ,Electrical Engineering ,246,217,29,0,111,47,4,3,0
2005 ,KP ,933 ,NDEG ,0115 ,Electrical Engineering ,5,5,0,0,1,0,0,0,0
2005 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,300,253,47,0,72,46,1,4,0
2005 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,95,84,11,0,78,10,0,5,0
2005 ,KP ,973 ,MS ,0139 ,Nuclear Engineering ,16,13,3,0,11,2,1,0,0
2005 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,48,39,9,0,15,2,1,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KR ,447 ,NDEG ,0067 ,Nondegree ,29,16,13,0,12,1,1,0,0
2005 ,KR ,495 ,AMUSD ,0265 ,Music ,156,65,91,0,68,10,3,4,0
2005 ,KR ,495 ,BA ,0265 ,Music ,3,2,1,0,2,1,0,0,0
2005 ,KR ,495 ,BME ,0168 ,Music Education ,1,0,1,0,1,0,0,0,0
2005 ,KR ,495 ,BME ,0168 ,Music Education ,61,19,42,0,52,6,0,2,0
2005 ,KR ,495 ,BME ,0168 ,Music Education ,135,62,73,0,115,10,2,4,1
2005 ,KR ,495 ,BME ,0168 ,Music Education ,4,1,3,0,4,0,0,0,0
2005 ,KR ,495 ,BMUS ,0157 ,Voice ,19,3,16,0,13,2,3,0,0
2005 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,122,52,70,0,90,10,3,3,0
2005 ,KR ,495 ,BMUS ,0159 ,Music Composition ,9,8,1,0,6,0,0,0,0
2005 ,KR ,495 ,BMUS ,0160 ,Music History ,1,0,1,0,1,0,0,0,0
2005 ,KR ,495 ,BMUS ,0161 ,Open Studies ,20,15,5,0,15,0,1,1,0
2005 ,KR ,495 ,EDD ,0168 ,Music Education ,11,9,2,0,10,0,0,0,0
2005 ,KR ,495 ,MME ,0168 ,Music Education ,15,10,5,0,11,0,1,0,1
2005 ,KR ,495 ,MMUS ,0265 ,Music ,108,53,55,0,75,10,1,3,0
2005 ,KR ,495 ,NDEG ,0265 ,Music ,3,0,3,0,2,1,0,0,0
2005 ,KR ,495 ,PHD ,0265 ,Music ,7,3,4,0,2,0,0,0,0
2005 ,KR ,495 ,PHD ,1481 ,Musicology ,10,5,5,0,5,1,1,1,0
2005 ,KR ,526 ,BFA ,0148 ,Graphic Design ,75,21,54,0,45,17,2,5,0
2005 ,KR ,526 ,BFA ,0149 ,Crafts ,9,3,6,0,8,0,0,1,0
2005 ,KR ,526 ,BFA ,0149 ,Crafts ,4,2,2,0,3,1,0,0,0
2005 ,KR ,526 ,BFA ,0149 ,Crafts ,9,2,7,0,6,1,0,2,0
2005 ,KR ,526 ,BFA ,0150 ,History of Art ,22,3,19,0,15,2,1,2,0
2005 ,KR ,526 ,BFA ,0151 ,Photography ,33,11,22,0,30,3,0,0,0
2005 ,KR ,526 ,BFA ,0152 ,Industrial Design ,98,47,51,0,64,18,2,6,0
2005 ,KR ,526 ,BFA ,0153 ,Painting ,48,16,32,0,41,3,1,2,0
2005 ,KR ,526 ,BFA ,0154 ,Sculpture ,15,8,7,0,9,3,3,0,0
2005 ,KR ,526 ,BFA ,0169 ,Art Education ,78,10,68,0,73,3,2,0,0
2005 ,KR ,526 ,EDD ,0169 ,Art Education ,12,2,10,0,5,1,0,0,0
2005 ,KR ,526 ,MA ,0169 ,Art Education ,16,5,11,0,12,2,1,0,0
2005 ,KR ,526 ,MA ,0250 ,Art History ,15,2,13,0,11,1,1,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,3,3,0,0,3,0,0,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,0,6,0,1,2,1,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,5,1,0,6,0,0,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,2,4,0,2,0,0,0,1
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,11,7,4,0,8,1,1,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,5,3,2,0,4,1,0,0,0
2005 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,3,3,0,6,0,0,0,0
2005 ,KR ,526 ,NDEG ,0252 ,Art and Design ,5,2,3,0,5,0,0,0,0
2005 ,KR ,526 ,NONE ,0390 ,General Curriculum ,176,67,109,0,121,23,4,15,3
2005 ,KR ,526 ,PHD ,0250 ,Art History ,16,1,15,0,9,0,1,2,0
2005 ,KR ,569 ,BFA ,0156 ,Landscape Architecture ,3,3,0,0,2,0,0,1,0
2005 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,111,77,34,0,97,6,2,5,0
2005 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,39,12,27,0,22,0,0,1,0
2005 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,5,1,4,0,2,0,0,0,0
2005 ,KR ,733 ,BA ,0155 ,Urban Planning ,129,71,58,0,98,9,9,6,0
2005 ,KR ,733 ,MUP ,0155 ,Urban Planning ,62,27,35,0,40,2,3,1,0
2005 ,KR ,733 ,PHD ,0274 ,Regional Planning ,28,16,12,0,4,1,0,1,0
2005 ,KR ,767 ,BS ,0146 ,Architectural Studies ,534,308,226,0,400,49,15,33,0
2005 ,KR ,767 ,MARCH ,0249 ,Architecture ,2,2,0,0,0,0,0,0,0
2005 ,KR ,767 ,MARCH ,0249 ,Architecture ,148,86,62,0,98,14,7,9,1
2005 ,KR ,767 ,MARCH ,0249 ,Architecture ,40,20,19,1,25,3,1,5,0
2005 ,KR ,767 ,NDEG ,0249 ,Architecture ,4,2,2,0,0,0,0,0,0
2005 ,KR ,767 ,PHD ,0249 ,Architecture ,9,4,5,0,5,0,0,0,0
2005 ,KR ,801 ,BFA ,0261 ,Dance ,54,6,48,0,44,0,3,2,0
2005 ,KR ,801 ,MFA ,0261 ,Dance ,12,2,10,0,9,0,0,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,66,27,39,0,50,0,7,5,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,17,9,8,0,17,0,0,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,4,1,3,0,4,0,0,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,3,2,1,0,2,1,0,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,9,4,5,0,9,0,0,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,26,10,16,0,23,0,1,0,0
2005 ,KR ,883 ,BFA ,0162 ,Theatre ,18,14,4,0,18,0,0,0,0
2005 ,KR ,883 ,MA ,0162 ,Theatre ,3,1,2,0,2,0,0,0,0
2005 ,KR ,883 ,MFA ,0162 ,Theatre ,32,15,17,0,27,0,1,2,0
2005 ,KR ,883 ,MFA ,0162 ,Theatre ,10,6,4,0,7,0,2,0,1
2005 ,KR ,883 ,MFA ,1136 ,Creative Writing ,3,0,3,0,3,0,0,0,0
2005 ,KR ,883 ,PHD ,0162 ,Theatre ,11,5,6,0,8,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KS ,486 ,NDEG ,0067 ,Nondegree ,4,0,4,0,2,0,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KT ,238 ,BS ,0382 ,Media Studies ,122,34,88,0,89,7,10,10,0
2005 ,KT ,238 ,PHD ,0279 ,Communications ,51,22,29,0,22,3,3,5,0
2005 ,KT ,408 ,BS ,0277 ,Advertising ,235,59,176,0,177,19,12,13,2
2005 ,KT ,408 ,MS ,0277 ,Advertising ,28,8,20,0,16,3,4,0,0
2005 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,125,48,77,0,85,12,9,16,0
2005 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,79,30,49,0,47,6,15,10,0
2005 ,KT ,642 ,MS ,0278 ,Journalism ,31,11,20,0,24,1,2,0,0
2005 ,KT ,934 ,NDEG ,0067 ,Nondegree ,2,1,1,0,0,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KU ,853 ,JD ,0385 ,Law ,625,380,244,1,364,119,37,48,4
2005 ,KU ,853 ,JSD ,0281 ,Law ,6,4,2,0,1,0,0,1,0
2005 ,KU ,853 ,LLM ,0281 ,Law ,36,13,23,0,1,2,2,0,0
2005 ,KU ,853 ,NDEG ,0385 ,Law ,1,0,1,0,0,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KV ,241 ,BALAS ,0340 ,Anthropology ,143,49,94,0,107,6,6,18,2
2005 ,KV ,241 ,BALAS ,0340 ,Anthropology ,1,0,1,0,0,0,1,0,0
2005 ,KV ,241 ,MA ,0340 ,Anthropology ,2,0,2,0,2,0,0,0,0
2005 ,KV ,241 ,PHD ,0340 ,Anthropology ,61,23,38,0,26,1,2,11,0
2005 ,KV ,253 ,MS ,0334 ,Atmospheric Sciences ,19,11,8,0,16,0,0,1,0
2005 ,KV ,253 ,PHD ,0334 ,Atmospheric Sciences ,18,15,3,0,3,1,0,0,0
2005 ,KV ,257 ,BALAS ,0439 ,Mathematics ,1,0,1,0,0,0,0,1,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,279,167,112,0,199,37,13,11,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3,2,1,0,2,1,0,0,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,1,1,0,0,1,0,0,0,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,4,4,0,0,2,1,0,1,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3,3,0,0,1,1,0,0,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,5,4,1,0,4,0,0,0,0
2005 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,61,23,38,0,49,7,0,4,0
2005 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,245,166,79,0,157,37,6,7,1
2005 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,4,1,3,0,2,1,0,0,0
2005 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,125,114,10,1,77,19,4,8,0
2005 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,3,3,0,0,1,0,0,0,0
2005 ,KV ,257 ,MS ,0290 ,Teaching of Mathematics ,2,1,1,0,1,0,0,0,0
2005 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,7,4,3,0,2,0,0,0,0
2005 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,28,11,17,0,2,3,0,0,0
2005 ,KV ,257 ,MS ,0439 ,Mathematics ,11,9,2,0,5,1,0,0,0
2005 ,KV ,257 ,NONE ,0439 ,Mathematics ,62,37,25,0,49,6,2,3,1
2005 ,KV ,257 ,PHD ,0439 ,Mathematics ,183,144,39,0,77,7,1,6,1
2005 ,KV ,299 ,BSLAS ,0338 ,Psychology ,1179,309,870,0,771,133,112,111,2
2005 ,KV ,299 ,BSLAS ,0338 ,Psychology ,20,10,10,0,15,1,0,2,0
2005 ,KV ,299 ,MA ,0338 ,Psychology ,1,0,1,0,1,0,0,0,0
2005 ,KV ,299 ,NDEG ,0338 ,Psychology ,1,1,0,0,1,0,0,0,0
2005 ,KV ,299 ,PHD ,0338 ,Psychology ,175,61,114,0,95,14,8,10,0
2005 ,KV ,324 ,BALAS ,0344 ,Sociology ,419,138,281,0,177,31,137,61,2
2005 ,KV ,324 ,BALAS ,0344 ,Sociology ,10,1,9,0,2,1,3,4,0
2005 ,KV ,324 ,PHD ,0344 ,Sociology ,43,17,26,0,19,1,2,4,0
2005 ,KV ,361 ,MS ,0324 ,Entomology ,16,5,11,0,12,0,1,0,0
2005 ,KV ,361 ,PHD ,0324 ,Entomology ,17,11,6,0,11,1,0,0,0
2005 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,44,30,14,0,27,13,1,0,0
2005 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,1,0,1,0,1,0,0,0,0
2005 ,KV ,362 ,MA ,0284 ,Asian Studies ,13,4,9,0,2,0,2,0,1
2005 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,22,5,17,0,4,3,0,0,0
2005 ,KV ,377 ,MS ,0320 ,Plant Biology ,6,2,4,0,5,0,0,0,1
2005 ,KV ,377 ,PHD ,0320 ,Plant Biology ,14,8,6,0,7,2,0,0,0
2005 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,245,109,136,0,187,35,0,13,0
2005 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,6,4,2,0,5,1,0,0,0
2005 ,KV ,383 ,MS ,0314 ,Biology ,25,12,13,0,15,4,1,0,0
2005 ,KV ,383 ,MS ,0314 ,Biology ,4,2,2,0,3,1,0,0,0
2005 ,KV ,383 ,PHD ,0314 ,Biology ,7,4,3,0,5,0,0,0,0
2005 ,KV ,383 ,PHD ,0314 ,Biology ,32,18,14,0,24,1,1,0,0
2005 ,KV ,383 ,PHD ,0314 ,Biology ,19,10,9,0,8,3,0,2,0
2005 ,KV ,397 ,BSLAS ,0314 ,Biology ,6,2,4,0,3,1,0,2,0
2005 ,KV ,397 ,BSLAS ,0314 ,Biology ,1,0,1,0,0,1,0,0,0
2005 ,KV ,397 ,BSLAS ,0314 ,Biology ,21,10,11,0,15,5,0,1,0
2005 ,KV ,397 ,BSLAS ,0314 ,Biology ,4,2,2,0,4,0,0,0,0
2005 ,KV ,397 ,BSLAS ,0314 ,Biology ,9,6,3,0,9,0,0,0,0
2005 ,KV ,397 ,MS ,0293 ,Teaching of Biological Science ,1,0,1,0,1,0,0,0,0
2005 ,KV ,397 ,NONE ,0314 ,Biology ,940,429,510,1,568,219,54,43,2
2005 ,KV ,397 ,NONE ,0314 ,Biology ,1,0,1,0,0,0,0,0,1
2005 ,KV ,405 ,BALAS ,0074 ,Economics ,665,512,153,0,381,130,24,35,1
2005 ,KV ,405 ,BALAS ,0074 ,Economics ,13,10,3,0,9,3,0,0,0
2005 ,KV ,405 ,MS ,0074 ,Economics ,102,76,26,0,1,4,1,0,0
2005 ,KV ,405 ,PHD ,0074 ,Economics ,81,54,27,0,19,2,2,2,0
2005 ,KV ,413 ,BALAS ,0335 ,Chemistry ,1,0,1,0,1,0,0,0,0
2005 ,KV ,413 ,BS ,0335 ,Chemistry ,141,79,62,0,99,28,1,5,0
2005 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,312,167,145,0,182,61,34,22,0
2005 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,4,1,3,0,4,0,0,0,0
2005 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,10,4,6,0,10,0,0,0,0
2005 ,KV ,413 ,MS ,0294 ,Teaching of Chemistry ,12,3,9,0,12,0,0,0,0
2005 ,KV ,413 ,MS ,0335 ,Chemistry ,7,1,6,0,5,0,0,0,0
2005 ,KV ,413 ,PHD ,0335 ,Chemistry ,285,197,88,0,191,17,4,7,0
2005 ,KV ,413 ,PHD ,0337 ,Chemical Physics ,10,8,2,0,4,2,0,1,0
2005 ,KV ,415 ,BALAS ,0433 ,Molecular and Cellular Biology ,1,0,1,0,1,0,0,0,0
2005 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,781,319,461,1,489,184,36,34,2
2005 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,12,5,7,0,5,7,0,0,0
2005 ,KV ,415 ,NONE ,3854 ,Molecular&Cell Bio-undeclared ,18,10,8,0,9,2,2,2,0
2005 ,KV ,415 ,PHD ,0319 ,Biophysics & Computnl Biology ,68,47,21,0,17,7,1,2,0
2005 ,KV ,415 ,PHD ,0323 ,Neuroscience ,59,26,33,0,28,6,0,6,1
2005 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,41,26,15,0,29,2,3,4,0
2005 ,KV ,430 ,PHD ,0333 ,Astronomy ,31,17,14,0,9,1,0,0,0
2005 ,KV ,438 ,BS ,0318 ,Biochemistry ,266,139,126,1,102,111,6,6,1
2005 ,KV ,438 ,BSLAS ,0318 ,Biochemistry ,16,9,7,0,8,6,1,0,0
2005 ,KV ,438 ,MS ,0318 ,Biochemistry ,2,0,2,0,0,0,1,1,0
2005 ,KV ,438 ,PHD ,0318 ,Biochemistry ,93,54,39,0,36,15,2,2,0
2005 ,KV ,451 ,BALAS ,0342 ,History ,4,2,2,0,4,0,0,0,0
2005 ,KV ,451 ,BALAS ,0342 ,History ,488,314,173,1,400,23,23,31,1
2005 ,KV ,451 ,BALAS ,0342 ,History ,78,36,42,0,74,4,0,0,0
2005 ,KV ,451 ,PHD ,0342 ,History ,123,65,58,0,76,3,14,4,0
2005 ,KV ,461 ,MA ,0283 ,African Studies ,11,4,7,0,3,0,6,1,0
2005 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,416,177,239,0,250,23,80,54,5
2005 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,9,2,7,0,6,1,1,1,0
2005 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,1,1,0,0,1,0,0,0,0
2005 ,KV ,489 ,BSLAS ,0313 ,Speech Communication ,1,1,0,0,0,0,0,0,0
2005 ,KV ,489 ,MA ,0313 ,Speech Communication ,38,11,27,0,33,2,1,0,0
2005 ,KV ,489 ,PHD ,0313 ,Speech Communication ,39,15,24,0,26,1,1,3,0
2005 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,23,14,9,0,13,3,0,4,0
2005 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,1,1,0,0,1,0,0,0,0
2005 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,1,1,0,0,1,0,0,0,0
2005 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,4,1,3,0,3,0,0,1,0
2005 ,KV ,499 ,BALAS ,0311 ,English ,793,245,547,1,575,58,76,58,3
2005 ,KV ,499 ,BALAS ,0311 ,English ,37,20,17,0,24,7,4,1,0
