Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
 ,,,,,,,,,,,,,,
2010 ,KR ,447 ,NDEG ,0067 ,Nondegree ,21,8,13,0,9,2,1,0,0
2010 ,KR ,495 ,AD ,0265 ,Music ,4,1,3,0,3,0,0,0,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,36,17,19,0,17,1,0,1,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,11,4,7,0,5,1,0,1,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,128,47,81,0,46,3,0,2,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,19,15,4,0,8,0,0,0,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,7,2,5,0,3,2,0,0,0
2010 ,KR ,495 ,AMUSD ,0265 ,Music ,21,19,2,0,14,0,2,1,0
2010 ,KR ,495 ,BA ,0265 ,Music ,27,16,11,0,17,3,2,2,0
2010 ,KR ,495 ,BME ,0168 ,Music Education ,44,13,31,0,37,4,0,2,0
2010 ,KR ,495 ,BME ,0168 ,Music Education ,138,73,65,0,122,8,2,5,0
2010 ,KR ,495 ,BME ,0168 ,Music Education ,3,1,2,0,2,0,0,1,0
2010 ,KR ,495 ,BMUS ,0157 ,Voice ,32,6,26,0,27,2,2,1,0
2010 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,82,34,48,0,54,12,1,4,0
2010 ,KR ,495 ,BMUS ,0159 ,Music Composition ,12,9,3,0,8,2,0,1,0
2010 ,KR ,495 ,BMUS ,0160 ,Music History ,8,3,5,0,5,2,0,0,0
2010 ,KR ,495 ,BMUS ,0161 ,Open Studies ,8,3,5,0,4,1,1,0,0
2010 ,KR ,495 ,BMUS ,5045 ,Jazz Performance ,33,27,6,0,28,1,3,1,0
2010 ,KR ,495 ,EDD ,0168 ,Music Education ,11,8,3,0,8,0,2,0,0
2010 ,KR ,495 ,MME ,0168 ,Music Education ,12,7,5,0,8,1,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,9,4,5,0,9,0,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,54,22,32,0,32,1,2,6,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,1,0,1,0,0,0,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,10,7,3,0,10,0,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,8,2,6,0,3,2,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,2,1,1,0,1,1,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,2,2,0,0,1,0,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,3,1,2,0,2,0,0,0,0
2010 ,KR ,495 ,MMUS ,0265 ,Music ,14,13,1,0,13,0,1,0,0
2010 ,KR ,495 ,NDEG ,0265 ,Music ,1,0,1,0,1,0,0,0,0
2010 ,KR ,495 ,PHD ,0168 ,Music Education ,2,2,0,0,2,0,0,0,0
2010 ,KR ,495 ,PHD ,1481 ,Musicology ,14,7,7,0,8,0,0,1,0
2010 ,KR ,526 ,BFA ,0148 ,Graphic Design ,67,25,42,0,46,14,3,1,0
2010 ,KR ,526 ,BFA ,0149 ,Crafts ,4,1,3,0,2,0,0,0,0
2010 ,KR ,526 ,BFA ,0149 ,Crafts ,10,0,10,0,7,2,1,0,0
2010 ,KR ,526 ,BFA ,0150 ,History of Art ,13,0,13,0,11,0,0,1,0
2010 ,KR ,526 ,BFA ,0151 ,Photography ,36,9,27,0,29,0,2,4,0
2010 ,KR ,526 ,BFA ,0152 ,Industrial Design ,112,53,59,0,50,24,2,10,0
2010 ,KR ,526 ,BFA ,0153 ,Painting ,35,9,26,0,19,4,1,6,0
2010 ,KR ,526 ,BFA ,0154 ,Sculpture ,3,1,2,0,3,0,0,0,0
2010 ,KR ,526 ,BFA ,0169 ,Art Education ,65,12,53,0,56,1,1,4,0
2010 ,KR ,526 ,BFA ,5128 ,New Media ,25,8,17,0,22,1,0,0,0
2010 ,KR ,526 ,EDM ,0169 ,Art Education ,9,1,8,0,9,0,0,0,0
2010 ,KR ,526 ,MA ,0169 ,Art Education ,5,0,5,0,4,1,0,0,0
2010 ,KR ,526 ,MA ,0250 ,Art History ,9,1,8,0,5,1,0,1,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,4,4,0,0,4,0,0,0,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,2,2,0,0,0,0,0,0,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,11,6,5,0,2,1,0,0,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,7,3,4,0,3,0,0,1,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,8,3,5,0,8,0,0,0,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,3,1,2,0,3,0,0,0,0
2010 ,KR ,526 ,MFA ,0252 ,Art and Design ,3,1,2,0,2,0,0,0,0
2010 ,KR ,526 ,NONE ,4090 ,Art Foundation ,150,58,92,0,85,26,10,10,1
2010 ,KR ,526 ,PHD ,0169 ,Art Education ,12,5,7,0,5,0,0,0,0
2010 ,KR ,526 ,PHD ,0250 ,Art History ,19,4,15,0,12,0,0,2,0
2010 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,30,19,11,0,22,2,1,3,0
2010 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,54,25,29,0,37,5,0,3,0
2010 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,31,13,18,0,19,0,0,1,0
2010 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,12,7,5,0,6,0,1,0,0
2010 ,KR ,733 ,BA ,0155 ,Urban Planning ,104,67,37,0,59,8,12,12,0
2010 ,KR ,733 ,MUP ,0155 ,Urban Planning ,45,18,27,0,23,3,5,4,0
2010 ,KR ,733 ,PHD ,0274 ,Regional Planning ,24,15,9,0,9,3,0,0,0
2010 ,KR ,767 ,BS ,0146 ,Architectural Studies ,503,290,213,0,331,44,9,41,1
2010 ,KR ,767 ,MARCH ,0249 ,Architecture ,143,81,62,0,95,11,5,11,0
2010 ,KR ,767 ,MARCH ,0249 ,Architecture ,30,14,16,0,19,2,2,4,0
2010 ,KR ,767 ,MS ,4091 ,Architectural Studies ,2,1,1,0,1,1,0,0,0
2010 ,KR ,767 ,NDEG ,0249 ,Architecture ,2,0,2,0,0,0,0,0,0
2010 ,KR ,767 ,PHD ,0249 ,Architecture ,15,7,8,0,3,0,0,0,0
2010 ,KR ,801 ,BFA ,0261 ,Dance ,67,6,61,0,45,3,15,4,0
2010 ,KR ,801 ,MFA ,0261 ,Dance ,12,2,10,0,10,0,0,2,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,1,0,1,0,1,0,0,0,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,9,2,7,0,6,1,1,0,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,17,3,14,0,12,0,2,1,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,17,7,10,0,12,0,2,3,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,5,0,5,0,4,0,0,1,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,2,2,0,0,1,0,0,1,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,2,2,0,0,2,0,0,0,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,3,3,0,0,3,0,0,0,0
2010 ,KR ,883 ,BFA ,0162 ,Theatre ,4,0,4,0,1,0,0,0,0
2010 ,KR ,883 ,MA ,0162 ,Theatre ,5,2,3,0,2,0,1,0,0
2010 ,KR ,883 ,MFA ,0162 ,Theatre ,1,1,0,0,1,0,0,0,0
2010 ,KR ,883 ,MFA ,0162 ,Theatre ,35,15,20,0,26,1,1,0,0
2010 ,KR ,883 ,MFA ,0162 ,Theatre ,9,6,3,0,8,0,0,1,0
2010 ,KR ,883 ,NDEG ,0162 ,Theatre ,1,1,0,0,0,0,0,1,0
2010 ,KR ,883 ,NONE ,0162 ,Theatre ,53,22,30,1,36,0,7,6,0
2010 ,KR ,883 ,PHD ,0162 ,Theatre ,12,5,7,0,9,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KS ,486 ,NDEG ,0067 ,Nondegree ,14,5,9,0,7,3,1,2,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KT ,238 ,BS ,0382 ,Media Studies ,59,17,42,0,37,3,4,6,0
2010 ,KT ,238 ,PHD ,0279 ,Communications ,49,22,27,0,9,2,5,8,0
2010 ,KT ,238 ,PHD ,5202 ,Communications and Media ,7,3,4,0,2,0,0,0,0
2010 ,KT ,408 ,BS ,0277 ,Advertising ,511,158,353,0,327,46,41,34,1
2010 ,KT ,408 ,MS ,0277 ,Advertising ,15,0,15,0,8,0,0,0,0
2010 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,24,14,10,0,17,1,2,1,0
2010 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,16,15,1,0,12,1,0,3,0
2010 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,22,4,18,0,11,4,3,0,0
2010 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,181,55,126,0,121,17,14,19,0
2010 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,136,41,95,0,87,10,21,7,0
2010 ,KT ,642 ,MS ,0278 ,Journalism ,20,7,13,0,16,1,1,0,0
2010 ,KT ,934 ,NDEG ,0067 ,Nondegree ,6,3,3,0,4,0,0,0,0
2010 ,KT ,934 ,NONE ,0390 ,General Curriculum ,31,10,21,0,20,2,2,3,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KU ,853 ,JD ,0385 ,Law ,635,371,264,0,429,59,42,41,4
2010 ,KU ,853 ,JSD ,0281 ,Law ,10,6,4,0,0,0,0,0,0
2010 ,KU ,853 ,LLM ,0281 ,Law ,83,23,60,0,0,2,0,0,0
2010 ,KU ,853 ,NDEG ,0281 ,Law ,7,3,4,0,0,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KV ,241 ,BALAS ,0340 ,Anthropology ,131,46,85,0,86,15,10,17,0
2010 ,KV ,241 ,BALAS ,0340 ,Anthropology ,9,5,4,0,8,0,0,1,0
2010 ,KV ,241 ,BALAS ,0340 ,Anthropology ,4,0,4,0,3,0,0,1,0
2010 ,KV ,241 ,BALAS ,0340 ,Anthropology ,1,1,0,0,1,0,0,0,0
2010 ,KV ,241 ,MA ,0340 ,Anthropology ,3,0,3,0,3,0,0,0,0
2010 ,KV ,241 ,PHD ,0340 ,Anthropology ,53,17,36,0,31,3,1,5,0
2010 ,KV ,253 ,BSLAS ,0334 ,Atmospheric Sciences ,77,51,26,0,61,3,2,8,0
2010 ,KV ,253 ,BSLAS ,0334 ,Atmospheric Sciences ,1,1,0,0,1,0,0,0,0
2010 ,KV ,253 ,MS ,0334 ,Atmospheric Sciences ,22,11,11,0,17,0,0,1,0
2010 ,KV ,253 ,PHD ,0334 ,Atmospheric Sciences ,28,14,14,0,14,0,0,0,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,28,17,11,0,16,4,0,2,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,4,3,1,0,3,0,0,0,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,1,1,0,0,0,1,0,0,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,7,6,1,0,3,0,0,0,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,5,3,2,0,3,0,0,1,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,66,32,34,0,58,6,0,1,0
2010 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,1,0,1,0,1,0,0,0,0
2010 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,285,165,120,0,122,46,7,7,0
2010 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,7,4,3,0,1,1,0,0,0
2010 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,82,72,10,0,41,17,1,3,0
2010 ,KV ,257 ,MS ,0290 ,Teaching of Mathematics ,4,3,1,0,4,0,0,0,0
2010 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,9,5,4,0,0,0,0,0,0
2010 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,15,9,6,0,2,0,0,0,0
2010 ,KV ,257 ,MS ,0439 ,Mathematics ,11,10,1,0,7,0,0,0,0
2010 ,KV ,257 ,NDEG ,0439 ,Mathematics ,1,1,0,0,0,1,0,0,0
2010 ,KV ,257 ,NONE ,0439 ,Mathematics ,314,176,138,0,158,32,7,18,0
2010 ,KV ,257 ,PHD ,0439 ,Mathematics ,155,112,43,0,61,7,0,4,0
2010 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",22,11,11,0,13,1,1,3,0
2010 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",1,0,1,0,1,0,0,0,0
2010 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",79,45,34,0,62,5,3,6,1
2010 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",3,0,3,0,2,1,0,0,0
2010 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",53,29,24,0,37,4,1,4,0
2010 ,KV ,299 ,BALAS ,0338 ,Psychology ,1,0,1,0,0,0,0,1,0
2010 ,KV ,299 ,BSLAS ,0338 ,Psychology ,1255,407,845,3,746,173,82,128,1
2010 ,KV ,299 ,BSLAS ,0338 ,Psychology ,43,9,34,0,27,7,0,8,0
2010 ,KV ,299 ,MA ,0338 ,Psychology ,1,0,1,0,1,0,0,0,0
2010 ,KV ,299 ,MS ,0338 ,Psychology ,2,2,0,0,2,0,0,0,0
2010 ,KV ,299 ,PHD ,0338 ,Psychology ,144,48,96,0,76,11,5,7,0
2010 ,KV ,303 ,BALAS ,1008 ,African American Studies ,6,4,2,0,0,0,5,0,0
2010 ,KV ,303 ,BALAS ,1008 ,African American Studies ,1,0,1,0,1,0,0,0,0
2010 ,KV ,324 ,BALAS ,0344 ,Sociology ,342,135,207,0,139,35,80,60,0
2010 ,KV ,324 ,BALAS ,0344 ,Sociology ,15,6,9,0,10,0,2,1,0
2010 ,KV ,324 ,BSLAS ,0344 ,Sociology ,1,0,1,0,0,0,0,1,0
2010 ,KV ,324 ,MA ,0344 ,Sociology ,1,0,1,0,1,0,0,0,0
2010 ,KV ,324 ,PHD ,0344 ,Sociology ,52,21,31,0,18,5,5,3,0
2010 ,KV ,361 ,MS ,0324 ,Entomology ,9,5,4,0,7,1,0,0,0
2010 ,KV ,361 ,PHD ,0324 ,Entomology ,24,9,15,0,11,1,1,1,0
2010 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,80,34,46,0,27,33,4,6,0
2010 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,2,0,2,0,0,1,1,0,0
2010 ,KV ,362 ,MA ,0284 ,Asian Studies ,12,6,6,0,6,1,0,0,0
2010 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,30,7,23,0,4,4,0,0,1
2010 ,KV ,377 ,MS ,0320 ,Plant Biology ,8,4,4,0,7,0,0,0,1
2010 ,KV ,377 ,PHD ,0320 ,Plant Biology ,32,13,19,0,24,2,1,0,0
2010 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,314,136,178,0,222,33,12,25,2
2010 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,2,1,1,0,1,1,0,0,0
2010 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,9,2,7,0,5,3,0,1,0
2010 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,33,12,21,0,30,0,0,0,0
2010 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,3,1,2,0,2,1,0,0,0
2010 ,KV ,383 ,MS ,0314 ,Biology ,21,15,6,0,13,4,2,0,0
2010 ,KV ,383 ,MS ,0314 ,Biology ,2,0,2,0,2,0,0,0,0
2010 ,KV ,383 ,MS ,5107 ,"Ecol, Evol, Conservation Biol ",3,3,0,0,3,0,0,0,0
2010 ,KV ,383 ,PHD ,0314 ,Biology ,15,6,9,0,11,0,0,0,0
2010 ,KV ,383 ,PHD ,0314 ,Biology ,8,2,6,0,7,0,0,0,0
2010 ,KV ,383 ,PHD ,0314 ,Biology ,7,4,3,0,2,0,0,0,0
2010 ,KV ,383 ,PHD ,5107 ,"Ecol, Evol, Conservation Biol ",19,7,12,0,13,2,0,1,0
2010 ,KV ,397 ,BSLAS ,0314 ,Biology ,2,1,1,0,2,0,0,0,0
2010 ,KV ,397 ,BSLAS ,0314 ,Biology ,8,3,5,0,8,0,0,0,0
2010 ,KV ,397 ,MS ,0293 ,Teaching of Biological Science ,2,1,1,0,2,0,0,0,0
2010 ,KV ,397 ,NONE ,0314 ,Biology ,721,349,372,0,382,179,42,62,2
2010 ,KV ,405 ,BALAS ,0074 ,Economics ,604,448,156,0,250,104,8,15,1
2010 ,KV ,405 ,BALAS ,0074 ,Economics ,46,33,13,0,20,9,0,2,1
2010 ,KV ,405 ,MS ,0074 ,Economics ,148,88,60,0,5,3,0,0,0
2010 ,KV ,405 ,NDEG ,0074 ,Economics ,1,0,1,0,0,0,0,0,0
2010 ,KV ,405 ,PHD ,0074 ,Economics ,107,71,36,0,14,6,0,2,0
2010 ,KV ,413 ,BS ,0335 ,Chemistry ,157,99,57,1,86,31,6,10,0
2010 ,KV ,413 ,BS ,0335 ,Chemistry ,1,1,0,0,1,0,0,0,0
2010 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,280,151,129,0,143,73,15,11,0
2010 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,9,3,6,0,7,1,0,1,0
2010 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,16,11,5,0,13,2,0,1,0
2010 ,KV ,413 ,MS ,0294 ,Teaching of Chemistry ,2,2,0,0,2,0,0,0,0
2010 ,KV ,413 ,PHD ,0335 ,Chemistry ,267,185,82,0,170,15,5,8,1
2010 ,KV ,413 ,PHD ,0337 ,Chemical Physics ,9,8,1,0,6,0,0,1,0
2010 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,906,467,439,0,496,256,48,42,0
2010 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,41,18,23,0,23,16,0,0,0
2010 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,73,37,36,0,35,25,2,3,0
2010 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,10,6,4,0,4,5,0,0,0
2010 ,KV ,415 ,NONE ,3854 ,Molecular&Cell Bio-undeclared ,36,16,20,0,13,4,0,3,0
2010 ,KV ,415 ,PHD ,0319 ,Biophysics & Computnl Biology ,65,53,12,0,16,4,0,2,0
2010 ,KV ,415 ,PHD ,0323 ,Neuroscience ,58,24,34,0,27,12,2,5,0
2010 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,42,34,8,0,26,5,1,6,1
2010 ,KV ,430 ,MS ,0333 ,Astronomy ,5,4,1,0,5,0,0,0,0
2010 ,KV ,430 ,PHD ,0333 ,Astronomy ,27,16,11,0,10,3,0,0,0
2010 ,KV ,438 ,BS ,0318 ,Biochemistry ,139,73,66,0,64,47,2,4,0
2010 ,KV ,438 ,MS ,0318 ,Biochemistry ,1,0,1,0,0,0,0,0,0
2010 ,KV ,438 ,NDEG ,0318 ,Biochemistry ,1,1,0,0,0,1,0,0,0
2010 ,KV ,438 ,PHD ,0318 ,Biochemistry ,63,33,30,0,23,8,0,4,0
2010 ,KV ,451 ,BALAS ,0342 ,History ,392,275,116,1,323,16,12,23,0
2010 ,KV ,451 ,BALAS ,0342 ,History ,12,5,7,0,9,2,0,1,0
2010 ,KV ,451 ,BALAS ,0342 ,History ,82,44,38,0,70,4,1,6,0
2010 ,KV ,451 ,BALAS ,0342 ,History ,1,1,0,0,1,0,0,0,0
2010 ,KV ,451 ,PHD ,0342 ,History ,112,56,56,0,66,3,11,5,0
2010 ,KV ,461 ,MA ,0283 ,African Studies ,12,8,4,0,4,0,3,0,0
2010 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,64,21,43,0,39,5,9,9,0
2010 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,7,0,7,0,6,0,0,1,0
2010 ,KV ,489 ,BALAS ,5164 ,Communication ,777,308,469,0,451,50,157,67,1
2010 ,KV ,489 ,BALAS ,5164 ,Communication ,14,3,11,0,5,5,2,2,0
2010 ,KV ,489 ,MA ,5164 ,Communication ,25,5,20,0,16,1,2,0,0
2010 ,KV ,489 ,PHD ,0313 ,Speech Communication ,8,7,1,0,7,0,0,1,0
2010 ,KV ,489 ,PHD ,5164 ,Communication ,28,10,18,0,23,1,2,1,0
2010 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,5,1,4,0,3,1,0,0,0
2010 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,1,0,1,0,1,0,0,0,0
2010 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,1,1,0,0,1,0,0,0,0
2010 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,1,1,0,0,0,0,0,1,0
2010 ,KV ,490 ,BALAS ,5197 ,Religion ,9,6,3,0,7,2,0,0,0
2010 ,KV ,490 ,BALAS ,5197 ,Religion ,3,1,2,0,1,1,0,1,0
2010 ,KV ,490 ,BALAS ,5197 ,Religion ,1,1,0,0,1,0,0,0,0
2010 ,KV ,490 ,BALAS ,5197 ,Religion ,2,0,2,0,2,0,0,0,0
2010 ,KV ,499 ,BALAS ,0311 ,English ,552,184,367,1,416,38,35,44,1
2010 ,KV ,499 ,BALAS ,0311 ,English ,50,18,32,0,36,4,3,4,0
2010 ,KV ,499 ,BALAS ,0311 ,English ,84,22,62,0,68,6,3,6,0
2010 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,5,3,2,0,3,0,0,1,0
2010 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,1,1,0,0,1,0,0,0,0
2010 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,93,55,38,0,54,6,17,9,0
2010 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,9,3,6,0,3,2,2,1,0
2010 ,KV ,499 ,MA ,0311 ,English ,18,6,12,0,12,3,1,1,0
2010 ,KV ,499 ,MFA ,1136 ,Creative Writing ,16,7,9,0,14,1,0,1,0
2010 ,KV ,499 ,PHD ,0311 ,English ,108,32,76,0,80,5,2,10,0
2010 ,KV ,499 ,PHD ,0311 ,English ,1,0,1,0,1,0,0,0,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,11,5,6,0,8,1,0,1,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,1,0,1,0,0,1,0,0,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,2,2,0,0,1,0,0,1,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,7,5,2,0,6,1,0,0,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,1,1,0,0,1,0,0,0,0
2010 ,KV ,514 ,BALAS ,0308 ,Classics ,8,4,4,0,8,0,0,0,0
2010 ,KV ,514 ,MA ,0308 ,Classics ,8,5,3,0,7,0,0,1,0
2010 ,KV ,514 ,MA ,0345 ,Teaching of Latin ,1,0,1,0,0,0,0,0,0
2010 ,KV ,514 ,PHD ,0347 ,Classical Philology ,7,4,3,0,4,1,0,2,0
2010 ,KV ,553 ,BALAS ,0287 ,Russian & E European Studies ,4,4,0,0,2,0,0,0,0
2010 ,KV ,553 ,BALAS ,4097 ,"Russian, E Eur, Eurasian St ",6,6,0,0,6,0,0,0,0
2010 ,KV ,553 ,MA ,4097 ,"Russian, E Eur, Eurasian St ",7,2,5,0,7,0,0,0,0
2010 ,KV ,580 ,BALAS ,0075 ,Finance ,2,2,0,0,0,0,0,0,0
2010 ,KV ,580 ,BALAS ,0150 ,History of Art ,31,0,31,0,19,4,2,1,0
2010 ,KV ,580 ,BALAS ,0401 ,International Studies ,118,32,85,1,56,21,4,16,1
2010 ,KV ,580 ,BALAS ,0401 ,International Studies ,14,1,13,0,13,1,0,0,0
2010 ,KV ,580 ,BALAS ,0463 ,Individual Plans of Study ,4,2,2,0,3,1,0,0,0
2010 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,3,0,3,0,2,1,0,0,0
2010 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,10,7,3,0,6,2,2,0,0
2010 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,2,0,2,0,2,0,0,0,0
2010 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,1,0,1,0,1,0,0,0,0
2010 ,KV ,580 ,BALAS ,5206 ,Global Studies ,202,56,146,0,121,31,10,14,0
2010 ,KV ,580 ,BALAS ,5206 ,Global Studies ,3,1,2,0,2,1,0,0,0
2010 ,KV ,580 ,BS ,0240 ,Physics ,102,90,12,0,55,14,2,8,0
2010 ,KV ,580 ,BSLAS ,0240 ,Physics ,74,59,14,1,39,13,0,5,0
2010 ,KV ,580 ,BSLAS ,0240 ,Physics ,5,5,0,0,2,1,0,0,0
2010 ,KV ,580 ,BSLAS ,0240 ,Physics ,8,7,1,0,7,0,0,1,0
2010 ,KV ,580 ,BSLAS ,0463 ,Individual Plans of Study ,4,4,0,0,2,1,0,1,0
2010 ,KV ,580 ,NDEG ,0067 ,Nondegree ,164,82,82,0,61,6,2,6,1
2010 ,KV ,580 ,NONE ,0390 ,General Curriculum ,87,29,58,0,2,4,64,15,0
2010 ,KV ,580 ,NONE ,5246 ,LAS - Undeclared ,95,34,61,0,2,1,64,24,0
2010 ,KV ,583 ,BSLAS ,0329 ,Statistics ,112,72,40,0,46,24,8,3,0
2010 ,KV ,583 ,BSLAS ,0329 ,Statistics ,3,2,1,0,1,2,0,0,0
2010 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,17,12,5,0,7,2,1,0,0
2010 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,2,0,2,0,0,0,0,0,0
2010 ,KV ,583 ,MS ,0329 ,Statistics ,25,10,15,0,3,3,0,0,0
2010 ,KV ,583 ,MS ,0329 ,Statistics ,1,1,0,0,0,0,0,0,0
2010 ,KV ,583 ,MS ,0329 ,Statistics ,9,4,5,0,4,0,0,0,0
2010 ,KV ,583 ,PHD ,0329 ,Statistics ,27,16,11,0,5,1,1,0,0
2010 ,KV ,584 ,PHD ,0321 ,Cell and Structural Biology ,3,3,0,0,1,0,0,0,0
2010 ,KV ,584 ,PHD ,4094 ,Cell and Developmental Biology ,42,23,19,0,15,3,0,1,0
2010 ,KV ,585 ,BA ,0297 ,Teaching of Spanish ,25,6,19,0,22,1,0,1,0
2010 ,KV ,585 ,BALAS ,0305 ,Italian ,5,1,4,0,3,0,0,2,0
2010 ,KV ,585 ,BALAS ,0307 ,Spanish ,171,39,132,0,122,10,4,31,0
2010 ,KV ,585 ,BALAS ,0307 ,Spanish ,18,2,16,0,13,1,0,3,0
2010 ,KV ,585 ,MA ,0305 ,Italian ,1,1,0,0,1,0,0,0,0
2010 ,KV ,585 ,MA ,0307 ,Spanish ,1,1,0,0,0,0,0,1,0
2010 ,KV ,585 ,MA ,0307 ,Spanish ,8,2,6,0,2,0,0,2,0
2010 ,KV ,585 ,PHD ,0305 ,Italian ,1,0,1,0,0,0,0,0,0
2010 ,KV ,585 ,PHD ,0306 ,Portuguese ,2,1,1,0,0,0,0,1,0
