Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
2010 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,111,16,95,0,68,13,7,7,0
2010 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,65,1,64,0,55,4,1,0,0
2010 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,63,16,47,0,44,3,2,6,0
2010 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,10,0,10,0,1,0,0,0,0
2010 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,16,7,9,0,9,0,1,0,0
2010 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,7,2,5,0,3,0,1,0,0
2010 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5,3,2,0,2,1,0,0,0
2010 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,22,8,14,0,6,1,0,0,0
2010 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,5,1,4,0,2,1,0,0,0
2010 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,2,1,1,0,0,1,0,0,0
2010 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,149,139,10,0,102,10,12,14,0
2010 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,41,35,6,0,34,2,1,2,0
2010 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,29,24,5,0,20,6,1,1,0
2010 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,14,6,8,0,11,0,3,0,0
2010 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,26,7,19,0,23,1,1,0,0
2010 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,50,13,37,0,47,0,2,0,0
2010 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,149,11,137,1,98,15,17,8,0
2010 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,64,9,54,1,44,0,5,10,0
2010 ,KL ,793 ,MS ,0181 ,Agricultural Education ,6,2,4,0,5,0,0,0,0
2010 ,KL ,793 ,MS ,0183 ,Human & Community Development ,3,0,3,0,3,0,0,0,0
2010 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,22,4,18,0,13,1,3,0,0
2010 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,8,3,5,0,4,2,1,1,0
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,2,2,0,0,2,0,0,0,0
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,25,18,7,0,25,0,0,0,0
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,42,34,8,0,42,0,0,0,0
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,25,13,12,0,21,0,0,1,1
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5,2,3,0,2,1,1,0,1
2010 ,KL ,802 ,BS ,0030 ,Crop Sciences ,1,0,1,0,0,0,0,0,0
2010 ,KL ,802 ,BS ,0063 ,Horticulture ,3,1,2,0,2,0,0,1,0
2010 ,KL ,802 ,BS ,0063 ,Horticulture ,1,1,0,0,0,0,0,0,0
2010 ,KL ,802 ,BS ,0063 ,Horticulture ,34,25,9,0,30,0,1,1,1
2010 ,KL ,802 ,BS ,0063 ,Horticulture ,5,2,3,0,5,0,0,0,0
2010 ,KL ,802 ,MS ,0030 ,Crop Sciences ,45,33,12,0,26,2,0,0,0
2010 ,KL ,802 ,MS ,0030 ,Crop Sciences ,1,1,0,0,1,0,0,0,0
2010 ,KL ,802 ,MS ,4026 ,Bioinformatics ,6,5,1,0,0,0,0,0,0
2010 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,48,36,12,0,23,1,0,0,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,21,14,7,0,17,2,0,1,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,28,15,13,0,24,0,0,3,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,7,6,1,0,6,0,0,1,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,18,5,13,0,15,1,1,1,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,18,12,6,0,13,1,0,1,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,10,6,4,0,7,1,0,2,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,30,16,14,0,22,3,1,0,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,42,19,23,0,31,0,0,1,0
2010 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,13,9,4,0,8,1,1,0,0
2010 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,45,26,19,0,36,2,0,1,0
2010 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,25,16,9,0,11,0,0,1,0
2010 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,25,7,18,0,15,3,1,1,0
2010 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,32,9,23,0,17,4,0,2,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,14,12,2,0,7,1,1,1,0
2010 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,200,130,70,0,74,24,12,3,0
2010 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,45,31,14,0,28,8,4,0,0
2010 ,KM ,260 ,BS ,0075 ,Finance ,436,308,128,0,242,85,12,29,0
2010 ,KM ,260 ,MS ,0075 ,Finance ,3,3,0,0,0,1,0,1,0
2010 ,KM ,260 ,MS ,0075 ,Finance ,117,66,51,0,7,10,0,0,0
2010 ,KM ,260 ,PHD ,0075 ,Finance ,22,11,11,0,0,1,0,0,0
2010 ,KM ,346 ,BS ,0071 ,Accountancy ,875,499,376,0,430,180,33,46,1
2010 ,KM ,346 ,MAS ,0071 ,Accountancy ,225,127,98,0,152,37,2,2,0
2010 ,KM ,346 ,MS ,0071 ,Accountancy ,137,26,111,0,5,6,0,0,0
2010 ,KM ,346 ,MS ,5187 ,Taxation ,29,16,13,0,12,4,3,0,0
2010 ,KM ,346 ,NDEG ,0071 ,Accountancy ,10,6,4,0,5,2,0,3,0
2010 ,KM ,346 ,PHD ,0071 ,Accountancy ,26,14,12,0,12,0,1,0,0
2010 ,KM ,902 ,BS ,0079 ,Business Administration ,4,2,2,0,4,0,0,0,0
2010 ,KM ,902 ,BS ,0079 ,Business Administration ,2,0,2,0,2,0,0,0,0
2010 ,KM ,902 ,BS ,0079 ,Business Administration ,2,2,0,0,1,1,0,0,0
2010 ,KM ,902 ,BS ,1432 ,Marketing ,112,42,70,0,74,7,12,11,0
2010 ,KM ,902 ,BS ,1432 ,Marketing ,89,26,63,0,62,7,7,9,0
2010 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,18,12,6,0,12,1,1,2,0
2010 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,14,13,1,0,4,3,4,1,0
2010 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,27,17,10,0,19,3,0,2,0
2010 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,25,15,10,0,15,5,0,1,0
2010 ,KM ,902 ,BS ,5072 ,Business Process Management ,18,10,8,0,13,1,1,1,0
2010 ,KM ,902 ,BS ,5072 ,Business Process Management ,5,2,3,0,2,1,0,1,0
2010 ,KM ,902 ,BS ,5073 ,Management ,2,2,0,0,1,0,0,1,0
2010 ,KM ,902 ,BS ,5073 ,Management ,27,20,7,0,21,0,2,1,0
2010 ,KM ,902 ,BS ,5073 ,Management ,11,5,6,0,6,1,1,1,0
2010 ,KM ,902 ,BS ,5073 ,Management ,47,20,27,0,32,5,1,7,0
2010 ,KM ,902 ,BS ,5073 ,Management ,18,9,9,0,9,2,4,1,0
2010 ,KM ,902 ,BS ,5073 ,Management ,56,32,23,1,39,6,3,6,0
2010 ,KM ,902 ,BS ,5073 ,Management ,20,3,17,0,11,3,2,2,0
2010 ,KM ,902 ,MS ,5148 ,Technology Management ,59,42,17,0,1,3,0,0,0
2010 ,KM ,902 ,PHD ,0079 ,Business Administration ,50,27,23,0,11,3,0,0,0
2010 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3,1,1,1,1,0,1,0,0
2010 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,57,47,10,0,39,6,6,1,0
2010 ,KM ,952 ,NDEG ,0067 ,Nondegree ,61,39,22,0,0,0,0,0,0
2010 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,1020,583,437,0,643,168,38,68,1
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KN ,335 ,NDEG ,0067 ,Nondegree ,12,3,9,0,8,0,0,1,0
2010 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,287,21,266,0,227,25,10,15,0
2010 ,KN ,570 ,BS ,0093 ,Special Education ,76,8,68,0,65,2,1,4,0
2010 ,KN ,570 ,CAS ,0093 ,Special Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,570 ,EDM ,0093 ,Special Education ,36,7,29,0,29,3,3,0,0
2010 ,KN ,570 ,MA ,0093 ,Special Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,570 ,PHD ,0093 ,Special Education ,26,2,24,0,15,0,3,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4,0,4,0,2,0,2,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,8,0,8,0,4,1,2,1,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,11,0,11,0,8,2,0,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,10,0,10,0,5,2,1,1,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,2,0,2,0,1,0,1,0,0
2010 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,5,0,5,0,4,0,0,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,0,1,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,2,0,2,0,1,1,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,3,0,3,0,3,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,15,4,11,0,12,1,0,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,58,1,57,0,50,2,3,3,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,0,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,96,5,91,0,78,11,1,5,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,0,1,1,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,21,1,20,0,18,0,2,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,11,0,11,0,8,0,2,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,1,0,1,0,0,0,0,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,6,0,6,0,5,0,0,1,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,36,3,33,0,32,2,0,2,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,9,0,9,0,9,0,0,0,0
2010 ,KN ,613 ,BS ,0095 ,Elementary Education ,4,0,4,0,1,3,0,0,0
2010 ,KN ,613 ,CAS ,0095 ,Elementary Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,EDD ,0215 ,Secondary & Continuing Educ ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,9,3,6,0,5,1,3,0,0
2010 ,KN ,613 ,EDM ,0095 ,Elementary Education ,3,0,3,0,3,0,0,0,0
2010 ,KN ,613 ,EDM ,0095 ,Elementary Education ,1,0,1,0,0,0,1,0,0
2010 ,KN ,613 ,EDM ,0095 ,Elementary Education ,10,2,8,0,6,1,2,0,0
2010 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,36,5,31,0,27,5,2,1,0
2010 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,2,0,2,0,2,0,0,0,0
2010 ,KN ,613 ,EDM ,8527 ,Secondary Education ,1,0,1,0,1,0,0,0,0
2010 ,KN ,613 ,EDM ,8527 ,Secondary Education ,3,0,3,0,3,0,0,0,0
2010 ,KN ,613 ,EDM ,8527 ,Secondary Education ,2,2,0,0,2,0,0,0,0
2010 ,KN ,613 ,EDM ,8527 ,Secondary Education ,2,2,0,0,0,1,0,0,0
2010 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5,2,3,0,4,1,0,0,0
2010 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,2,0,2,0,0,0,1,0,0
2010 ,KN ,613 ,MS ,1144 ,Curriculum and Instruction ,2,1,1,0,1,0,0,0,0
2010 ,KN ,613 ,PHD ,0095 ,Elementary Education ,25,3,22,0,7,0,1,1,0
2010 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,32,12,20,0,8,1,3,1,0
2010 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,40,11,29,0,21,4,0,4,1
2010 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,1,0,1,0,1,0,0,0,0
2010 ,KN ,616 ,MA ,0210 ,Educational Psychology ,1,1,0,0,0,0,0,0,0
2010 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,91,26,65,0,33,4,11,9,0
2010 ,KN ,640 ,EDD ,0220 ,Educational Policy Studies ,1,0,1,0,0,0,0,1,0
2010 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,3,1,2,0,0,0,1,1,0
2010 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,1,0,1,0,0,0,0,1,0
2010 ,KN ,640 ,MA ,0220 ,Educational Policy Studies ,14,8,6,0,4,0,9,0,0
2010 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,130,44,86,0,27,8,44,30,2
2010 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,5,2,3,0,3,0,2,0,0
2010 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,1,0,1,0,0,0,1,0,0
2010 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,31,18,13,0,28,0,3,0,0
2010 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,1,1,0,0,1,0,0,0,0
2010 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,4,3,1,0,4,0,0,0,0
2010 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,16,5,11,0,11,1,4,0,0
2010 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,30,4,26,0,20,2,4,2,0
2010 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,21,7,14,0,16,0,2,0,0
2010 ,KN ,674 ,MS ,0209 ,Ed Organization and Leadership ,1,1,0,0,1,0,0,0,0
2010 ,KN ,674 ,MS ,0209 ,Ed Organization and Leadership ,3,2,1,0,1,0,1,1,0
2010 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,20,11,9,0,12,3,2,1,0
2010 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,3,1,2,0,3,0,0,0,0
2010 ,KN ,760 ,CAS ,4096 ,Human Resource Education ,1,0,1,0,0,0,1,0,0
2010 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,3,2,1,0,2,0,0,0,0
2010 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,3,2,1,0,1,0,2,0,0
2010 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,8,6,2,0,4,2,1,0,0
2010 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,27,7,20,0,14,3,4,1,0
2010 ,KN ,760 ,MS ,4096 ,Human Resource Education ,1,1,0,0,0,0,0,0,0
2010 ,KN ,760 ,MS ,4096 ,Human Resource Education ,7,3,4,0,1,0,1,0,0
2010 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,10,2,8,0,3,0,1,1,0
2010 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,29,18,11,0,8,1,5,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,30,23,7,0,27,1,1,1,0
2010 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,1,1,0,0,1,0,0,0,0
2010 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,64,44,20,0,47,9,1,1,0
2010 ,KP ,227 ,MS ,0102 ,Agricultural Engineering ,2,2,0,0,1,0,0,0,0
2010 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,17,13,4,0,3,1,0,1,0
2010 ,KP ,227 ,NDEG ,0067 ,Nondegree ,201,169,32,0,52,3,2,3,0
2010 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,11,11,0,0,1,0,0,0,0
2010 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,21,14,7,0,4,1,0,1,0
2010 ,KP ,244 ,BS ,0121 ,Engineering Physics ,143,127,16,0,96,17,0,4,0
2010 ,KP ,244 ,MS ,0240 ,Physics ,1,1,0,0,1,0,0,0,0
2010 ,KP ,244 ,MS ,0241 ,Teaching of Physics ,1,1,0,0,0,0,1,0,0
2010 ,KP ,244 ,PHD ,0240 ,Physics ,259,225,34,0,104,19,2,4,0
2010 ,KP ,251 ,BS ,0106 ,Civil Engineering ,803,580,221,2,546,79,25,33,0
2010 ,KP ,251 ,MS ,0106 ,Civil Engineering ,229,180,48,1,100,20,2,9,0
2010 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,41,21,20,0,19,3,0,3,0
2010 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,5,1,4,0,1,0,0,0,0
2010 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,137,115,22,0,32,4,0,1,0
2010 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,43,19,24,0,9,1,0,3,0
2010 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,4,1,3,0,0,1,0,0,0
2010 ,KP ,343 ,BS ,0408 ,Bioengineering ,158,99,59,0,101,34,0,7,1
2010 ,KP ,343 ,MS ,0408 ,Bioengineering ,5,3,2,0,1,2,0,0,0
2010 ,KP ,343 ,PHD ,0408 ,Bioengineering ,37,24,13,0,11,7,1,0,0
2010 ,KP ,422 ,BS ,0124 ,General Engineering ,426,326,99,1,285,61,6,22,0
2010 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,161,122,39,0,65,22,4,7,0
2010 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,11,5,6,0,1,0,0,0,0
2010 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,8,7,1,0,8,0,0,0,0
2010 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,29,18,11,0,2,0,0,0,0
2010 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,18,14,4,0,4,0,1,0,0
2010 ,KP ,434 ,BS ,0112 ,Computer Science ,792,714,78,0,366,160,8,20,0
2010 ,KP ,434 ,BS ,0112 ,Computer Science ,3,2,1,0,2,0,0,0,0
2010 ,KP ,434 ,MCS ,0112 ,Computer Science ,8,8,0,0,5,0,0,0,0
2010 ,KP ,434 ,MCS ,0112 ,Computer Science ,1,1,0,0,0,1,0,0,0
2010 ,KP ,434 ,MS ,0112 ,Computer Science ,33,24,9,0,7,4,0,0,0
2010 ,KP ,434 ,MS ,0112 ,Computer Science ,7,6,1,0,4,1,0,0,0
2010 ,KP ,434 ,MS ,4026 ,Bioinformatics ,3,2,1,0,2,0,0,0,0
2010 ,KP ,434 ,PHD ,0112 ,Computer Science ,325,278,47,0,74,28,3,0,0
2010 ,KP ,545 ,MS ,5244 ,Financial Engineering ,26,21,5,0,2,3,0,0,0
2010 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,376,325,51,0,249,50,8,17,4
2010 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,94,78,16,0,40,12,0,2,0
2010 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,56,53,3,0,23,2,0,2,0
2010 ,KP ,917 ,BS ,0118 ,Engineering Mechanics ,135,115,20,0,82,17,1,6,0
2010 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,800,716,82,2,525,95,14,31,2
2010 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,2,2,0,0,1,0,0,0,0
2010 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,141,129,12,0,57,11,0,6,0
2010 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,9,8,1,0,8,1,0,0,0
2010 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,13,10,3,0,10,0,0,0,0
2010 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,140,123,17,0,27,5,1,1,0
2010 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,32,27,5,0,11,0,0,2,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,268,210,58,0,141,52,2,6,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,5,3,2,0,4,0,0,0,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,5,5,0,0,1,3,0,0,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,8,6,2,0,4,1,1,1,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,14,10,4,0,9,2,0,1,0
2010 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,9,5,4,0,4,0,0,0,0
2010 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,13,12,1,0,5,2,0,1,0
2010 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,1,0,1,0,0,0,0,0,0
2010 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,143,109,34,0,53,15,0,2,1
2010 ,KP ,933 ,BS ,0109 ,Computer Engineering ,524,480,43,1,240,99,13,32,2
2010 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,1022,905,115,2,332,225,20,47,1
2010 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,214,191,23,0,99,24,1,4,0
2010 ,KP ,933 ,NDEG ,1200 ,Electrical & Computer Engr ,2,1,1,0,1,0,0,0,0
2010 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,2,1,1,0,1,1,0,0,0
2010 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,288,244,44,0,52,25,5,10,0
2010 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,11,11,0,0,8,2,1,0,0
2010 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,55,47,8,0,30,7,2,5,0
2010 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,18,17,1,0,13,2,1,0,0
2010 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,8,5,3,0,6,2,0,0,0
2010 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",76,65,11,0,57,9,0,5,0
2010 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3,2,1,0,3,0,0,0,0
2010 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",2,1,1,0,1,1,0,0,0
2010 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",1,1,0,0,1,0,0,0,0
2010 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",13,12,1,0,10,0,0,1,0
2010 ,KP ,973 ,NDEG ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",1,1,0,0,1,0,0,0,0
2010 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,30,25,5,0,9,3,0,0,0
2010 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",22,17,5,0,0,2,0,1,0
 ,,,,,,,,,,,,,,
