,Term/Year Code,College,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American,Unknown,International
354,2015,KV ,Latin American Studies ,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
355,2015,KV ,Latina/Latino Studies ,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
356,2005,KU ,Law ,668.0,397.0,270.0,1.0,366.0,121.0,39.0,49.0,4.0,0.0,89.0
357,2010,KU ,Law ,735.0,403.0,332.0,0.0,429.0,61.0,42.0,41.0,4.0,0.0,158.0
358,2015,KU ,Law ,580.0,332.0,248.0,0.0,258.0,50.0,31.0,40.0,0.0,0.0,201.0
359,2015,KN ,Learning and Education Studies ,27.0,5.0,22.0,0.0,12.0,2.0,7.0,2.0,0.0,0.0,4.0
360,2005,KY ,Leisure Studies ,420.0,258.0,161.0,1.0,302.0,10.0,54.0,26.0,2.0,0.0,26.0
361,2005,LP ,Library & Information Science ,247.0,68.0,179.0,0.0,179.0,14.0,10.0,7.0,0.0,0.0,37.0
362,2010,LP ,Library & Information Science ,327.0,91.0,235.0,1.0,235.0,25.0,21.0,14.0,0.0,0.0,32.0
363,2015,LP ,Library & Information Science ,268.0,73.0,195.0,0.0,193.0,6.0,12.0,20.0,0.0,0.0,37.0
364,2005,KV ,Linguistics ,103.0,42.0,61.0,0.0,48.0,7.0,6.0,4.0,0.0,0.0,38.0
365,2010,KV ,Linguistics ,101.0,37.0,64.0,0.0,54.0,9.0,2.0,3.0,0.0,0.0,33.0
366,2015,KV ,Linguistics ,114.0,38.0,76.0,0.0,57.0,9.0,3.0,17.0,0.0,0.0,28.0
367,2010,KM ,Management ,181.0,91.0,89.0,1.0,119.0,17.0,13.0,19.0,0.0,0.0,13.0
368,2015,KM ,Management ,100.0,38.0,62.0,0.0,55.0,15.0,10.0,9.0,0.0,0.0,11.0
369,2010,KM ,Marketing ,201.0,68.0,133.0,0.0,136.0,14.0,19.0,20.0,0.0,0.0,12.0
370,2015,KM ,Marketing ,221.0,91.0,130.0,0.0,135.0,30.0,12.0,26.0,0.0,0.0,18.0
371,2005,KP ,Materials Science & Engr ,383.0,288.0,95.0,0.0,200.0,50.0,7.0,9.0,1.0,0.0,116.0
372,2010,KP ,Materials Science & Engr ,466.0,360.0,106.0,0.0,221.0,75.0,3.0,11.0,1.0,0.0,155.0
373,2015,KP ,Materials Science & Engr ,586.0,418.0,168.0,0.0,220.0,97.0,5.0,20.0,0.0,0.0,244.0
374,2005,KV ,Math & Computer Science ,128.0,117.0,10.0,1.0,78.0,19.0,4.0,8.0,0.0,0.0,19.0
375,2010,KV ,Math & Computer Science ,82.0,72.0,10.0,0.0,41.0,17.0,1.0,3.0,0.0,0.0,20.0
376,2015,KV ,Math & Computer Science ,263.0,216.0,47.0,0.0,81.0,68.0,3.0,10.0,0.0,0.0,101.0
377,2005,KV ,Mathematics ,613.0,394.0,219.0,0.0,389.0,61.0,16.0,26.0,2.0,0.0,119.0
378,2010,KV ,Mathematics ,593.0,361.0,232.0,0.0,310.0,51.0,7.0,26.0,0.0,0.0,199.0
379,2015,KV ,Mathematics ,759.0,465.0,294.0,0.0,203.0,100.0,8.0,46.0,1.0,0.0,401.0
380,2005,KP ,Mechanical Engineering ,1055.0,931.0,121.0,3.0,700.0,131.0,19.0,42.0,4.0,0.0,159.0
381,2010,KP ,Mechanical Engineering ,1092.0,978.0,112.0,2.0,618.0,112.0,15.0,38.0,2.0,0.0,307.0
382,2015,KP ,Mechanical Engineering ,1251.0,1069.0,182.0,0.0,566.0,161.0,15.0,72.0,3.0,0.0,434.0
383,2005,KT ,Media Studies ,122.0,34.0,88.0,0.0,89.0,7.0,10.0,10.0,0.0,0.0,6.0
384,2010,KT ,Media Studies ,59.0,17.0,42.0,0.0,37.0,3.0,4.0,6.0,0.0,0.0,9.0
385,2010,KT ,Media and Cinema Studies ,62.0,33.0,29.0,0.0,40.0,6.0,5.0,4.0,0.0,0.0,7.0
386,2015,KT ,Media and Cinema Studies ,87.0,34.0,53.0,0.0,36.0,16.0,6.0,12.0,0.0,0.0,17.0
387,2005,KV ,Microbiology ,86.0,37.0,49.0,0.0,44.0,6.0,1.0,5.0,0.0,0.0,30.0
388,2010,KV ,Microbiology ,67.0,24.0,43.0,0.0,29.0,5.0,2.0,5.0,1.0,0.0,25.0
389,2015,KV ,Microbiology ,55.0,22.0,33.0,0.0,26.0,5.0,1.0,5.0,0.0,0.0,18.0
390,2005,KV ,Molecular & Integrative Physi ,37.0,21.0,16.0,0.0,8.0,5.0,2.0,3.0,0.0,0.0,19.0
391,2010,KV ,Molecular & Integrative Physi ,36.0,15.0,21.0,0.0,14.0,2.0,2.0,3.0,0.0,0.0,15.0
392,2015,KV ,Molecular & Integrative Physi ,25.0,12.0,13.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0,10.0
393,2005,KV ,Molecular and Cellular Biology ,794.0,324.0,469.0,1.0,495.0,191.0,36.0,34.0,2.0,0.0,36.0
394,2010,KV ,Molecular and Cellular Biology ,1030.0,528.0,502.0,0.0,558.0,302.0,50.0,45.0,0.0,0.0,75.0
395,2015,KV ,Molecular and Cellular Biology ,1041.0,517.0,524.0,0.0,499.0,314.0,48.0,91.0,0.0,0.0,89.0
396,2005,KV ,Molecular&Cell Bio-undeclared ,18.0,10.0,8.0,0.0,9.0,2.0,2.0,2.0,0.0,0.0,3.0
397,2010,KV ,Molecular&Cell Bio-undeclared ,36.0,16.0,20.0,0.0,13.0,4.0,0.0,3.0,0.0,0.0,16.0
398,2015,KV ,Molecular&Cell Bio-undeclared ,34.0,16.0,18.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,20.0
399,2005,KR ,Music ,277.0,123.0,154.0,0.0,149.0,22.0,4.0,7.0,0.0,0.0,95.0
400,2005,KV ,Music ,17.0,10.0,7.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,1.0
401,2010,KR ,Music ,357.0,173.0,184.0,0.0,185.0,14.0,7.0,13.0,0.0,0.0,138.0
402,2015,KR ,Music ,341.0,177.0,164.0,0.0,164.0,17.0,6.0,19.0,0.0,0.0,135.0
403,2005,KR ,Music Composition ,9.0,8.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
404,2010,KR ,Music Composition ,12.0,9.0,3.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0
405,2015,KR ,Music Composition ,8.0,7.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0
406,2005,KR ,Music Education ,227.0,101.0,126.0,0.0,193.0,16.0,3.0,6.0,2.0,0.0,7.0
407,2010,KR ,Music Education ,210.0,104.0,106.0,0.0,179.0,13.0,4.0,8.0,0.0,0.0,6.0
408,2015,KR ,Music Education ,180.0,74.0,106.0,0.0,139.0,9.0,6.0,18.0,0.0,0.0,8.0
409,2005,KR ,Music History ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410,2010,KR ,Music History ,8.0,3.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0
411,2005,KR ,Musicology ,10.0,5.0,5.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0
412,2010,KR ,Musicology ,14.0,7.0,7.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0
413,2015,KR ,Musicology ,22.0,10.0,12.0,0.0,15.0,2.0,1.0,2.0,0.0,0.0,2.0
414,2005,KL ,Natural Res & Env Sciences ,94.0,48.0,46.0,0.0,64.0,6.0,1.0,0.0,0.0,0.0,23.0
415,2010,KL ,Natural Res & Env Sciences ,70.0,42.0,28.0,0.0,47.0,2.0,0.0,2.0,0.0,0.0,19.0
416,2015,KL ,Natural Res & Env Sciences ,83.0,46.0,37.0,0.0,67.0,1.0,2.0,2.0,0.0,0.0,11.0
417,2005,KL ,Natural Resrcs & Environ Sci ,196.0,122.0,74.0,0.0,175.0,9.0,1.0,3.0,1.0,0.0,7.0
418,2010,KL ,Natural Resrcs & Environ Sci ,187.0,102.0,85.0,0.0,143.0,9.0,3.0,10.0,0.0,0.0,22.0
419,2015,KL ,Natural Resrcs & Environ Sci ,235.0,124.0,111.0,0.0,141.0,13.0,8.0,21.0,0.0,0.0,52.0
420,2005,KV ,Neuroscience ,59.0,26.0,33.0,0.0,28.0,6.0,0.0,6.0,1.0,0.0,18.0
421,2010,KV ,Neuroscience ,58.0,24.0,34.0,0.0,27.0,12.0,2.0,5.0,0.0,0.0,12.0
422,2015,KV ,Neuroscience ,67.0,32.0,35.0,0.0,36.0,9.0,2.0,4.0,0.0,0.0,16.0
423,2010,KR ,New Media ,25.0,8.0,17.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,2.0
424,2015,KR ,New Media ,17.0,10.0,7.0,0.0,6.0,5.0,1.0,3.0,0.0,0.0,2.0
425,2005,KT ,News-Editorial ,125.0,48.0,77.0,0.0,85.0,12.0,9.0,16.0,0.0,0.0,3.0
426,2010,KT ,News-Editorial ,181.0,55.0,126.0,0.0,121.0,17.0,14.0,19.0,0.0,0.0,10.0
427,2015,KT ,News-Editorial ,77.0,24.0,53.0,0.0,53.0,8.0,2.0,9.0,0.0,0.0,5.0
428,2005,KL ,Nondegree ,11.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
429,2005,KM ,Nondegree ,34.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0
430,2005,KN ,Nondegree ,6.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
431,2005,KP ,Nondegree ,83.0,65.0,18.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,71.0
432,2005,KR ,Nondegree ,29.0,16.0,13.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,15.0
433,2005,KS ,Nondegree ,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
434,2005,KT ,Nondegree ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
435,2005,KV ,Nondegree ,130.0,68.0,60.0,2.0,44.0,5.0,1.0,2.0,0.0,0.0,78.0
436,2005,KY ,Nondegree ,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
437,2005,LE ,Nondegree ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,2010,KL ,Nondegree ,75.0,36.0,39.0,0.0,47.0,0.0,1.0,2.0,0.0,0.0,25.0
439,2010,KM ,Nondegree ,61.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
440,2010,KN ,Nondegree ,12.0,3.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0
441,2010,KP ,Nondegree ,201.0,169.0,32.0,0.0,52.0,3.0,2.0,3.0,0.0,0.0,141.0
442,2010,KR ,Nondegree ,21.0,8.0,13.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,9.0
443,2010,KS ,Nondegree ,14.0,5.0,9.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,1.0
444,2010,KT ,Nondegree ,6.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
445,2010,KV ,Nondegree ,164.0,82.0,82.0,0.0,61.0,6.0,2.0,6.0,1.0,0.0,88.0
446,2010,KY ,Nondegree ,8.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
447,2010,LE ,Nondegree ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,2010,NB ,Nondegree ,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
449,2015,KL ,Nondegree ,119.0,68.0,51.0,0.0,68.0,1.0,3.0,2.0,1.0,0.0,44.0
450,2015,KM ,Nondegree ,78.0,45.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0
451,2015,KN ,Nondegree ,6.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
452,2015,KP ,Nondegree ,218.0,172.0,46.0,0.0,37.0,6.0,1.0,2.0,0.0,0.0,172.0
453,2015,KR ,Nondegree ,30.0,15.0,15.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,19.0
454,2015,KS ,Nondegree ,46.0,25.0,21.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,6.0
455,2015,KT ,Nondegree ,22.0,9.0,13.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,17.0
456,2015,KV ,Nondegree ,213.0,98.0,115.0,0.0,70.0,14.0,4.0,4.0,0.0,0.0,121.0
457,2015,KY ,Nondegree ,21.0,10.0,11.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,5.0
458,2015,NB ,Nondegree ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,2005,LN ,Nondegree-CE ,86.0,29.0,57.0,0.0,57.0,7.0,7.0,7.0,1.0,0.0,7.0
460,2010,LN ,Nondegree-CE ,101.0,38.0,63.0,0.0,73.0,12.0,10.0,2.0,0.0,0.0,4.0
461,2015,LN ,Nondegree-CE ,52.0,16.0,36.0,0.0,38.0,0.0,6.0,2.0,0.0,0.0,6.0
462,2005,KP ,Nuclear Engineering ,159.0,136.0,23.0,0.0,104.0,14.0,2.0,6.0,0.0,0.0,33.0
463,2010,KP ,Nuclear Engineering ,122.0,105.0,17.0,0.0,66.0,16.0,4.0,5.0,0.0,0.0,31.0
464,2015,KP ,Nuclear Engineering ,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
465,2010,KP ,"Nuclear, Plasma, Radiolgc Engr ",118.0,99.0,19.0,0.0,73.0,12.0,0.0,7.0,0.0,0.0,26.0
466,2015,KP ,"Nuclear, Plasma, Radiolgc Engr ",233.0,204.0,29.0,0.0,129.0,25.0,7.0,19.0,0.0,0.0,53.0
467,2005,KL ,Nutritional Sciences ,53.0,10.0,43.0,0.0,31.0,3.0,1.0,3.0,0.0,0.0,15.0
468,2010,KL ,Nutritional Sciences ,57.0,16.0,41.0,0.0,32.0,7.0,1.0,3.0,0.0,0.0,14.0
469,2015,KL ,Nutritional Sciences ,45.0,13.0,32.0,0.0,23.0,8.0,1.0,5.0,0.0,0.0,8.0
470,2005,KR ,Open Studies ,20.0,15.0,5.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,3.0
471,2010,KR ,Open Studies ,8.0,3.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0
472,2015,KR ,Open Studies ,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2005,KR ,Painting ,48.0,16.0,32.0,0.0,41.0,3.0,1.0,2.0,0.0,0.0,1.0
474,2010,KR ,Painting ,35.0,9.0,26.0,0.0,19.0,4.0,1.0,6.0,0.0,0.0,5.0
475,2015,KR ,Painting ,20.0,4.0,16.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,7.0
476,2005,KV ,Philosophy ,137.0,105.0,32.0,0.0,101.0,8.0,10.0,6.0,2.0,0.0,10.0
477,2010,KV ,Philosophy ,125.0,103.0,22.0,0.0,97.0,6.0,7.0,3.0,0.0,0.0,12.0
478,2015,KV ,Philosophy ,79.0,58.0,21.0,0.0,42.0,8.0,10.0,6.0,0.0,0.0,13.0
479,2005,KR ,Photography ,33.0,11.0,22.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0
480,2010,KR ,Photography ,36.0,9.0,27.0,0.0,29.0,0.0,2.0,4.0,0.0,0.0,1.0
481,2015,KR ,Photography ,9.0,1.0,8.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0
482,2005,KP ,Physics ,296.0,258.0,38.0,0.0,147.0,16.0,2.0,4.0,0.0,0.0,127.0
483,2005,KV ,Physics ,187.0,145.0,42.0,0.0,119.0,33.0,6.0,4.0,1.0,0.0,24.0
484,2010,KP ,Physics ,260.0,226.0,34.0,0.0,105.0,19.0,2.0,4.0,0.0,0.0,130.0
485,2010,KV ,Physics ,189.0,161.0,27.0,1.0,103.0,28.0,2.0,14.0,0.0,0.0,42.0
486,2015,KP ,Physics ,261.0,203.0,58.0,0.0,92.0,23.0,1.0,10.0,0.0,0.0,135.0
487,2015,KV ,Physics ,386.0,332.0,54.0,0.0,158.0,63.0,4.0,19.0,0.0,0.0,142.0
488,2005,KV ,Plant Biology ,20.0,10.0,10.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,5.0
489,2010,KV ,Plant Biology ,40.0,17.0,23.0,0.0,31.0,2.0,1.0,0.0,1.0,0.0,5.0
490,2015,KV ,Plant Biology ,36.0,14.0,22.0,0.0,20.0,2.0,0.0,4.0,0.0,0.0,10.0
491,2015,KV ,Plant Biotechnology ,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
492,2005,KV ,Political Science ,1064.0,642.0,419.0,3.0,728.0,88.0,98.0,99.0,6.0,0.0,45.0
493,2010,KV ,Political Science ,913.0,570.0,343.0,0.0,619.0,82.0,66.0,76.0,0.0,0.0,70.0
494,2015,KV ,Political Science ,628.0,370.0,258.0,0.0,362.0,53.0,64.0,82.0,0.0,0.0,67.0
495,2005,KV ,Portuguese ,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
496,2010,KV ,Portuguese ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
497,2015,KV ,Portuguese ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
498,2010,KN ,Pre-Early Chld/Elem Ed/Spec Ed ,287.0,21.0,266.0,0.0,227.0,25.0,10.0,15.0,0.0,0.0,10.0
499,2015,KN ,Pre-Early Chld/Elem Ed/Spec Ed ,22.0,3.0,19.0,0.0,12.0,3.0,3.0,3.0,0.0,0.0,1.0
500,2005,LE ,Professional Pilot ,72.0,65.0,7.0,0.0,58.0,2.0,3.0,3.0,0.0,0.0,6.0
501,2010,LE ,Professional Pilot ,48.0,45.0,3.0,0.0,31.0,4.0,3.0,5.0,0.0,0.0,5.0
502,2005,KV ,Psychology ,1376.0,381.0,995.0,0.0,883.0,148.0,120.0,123.0,2.0,0.0,100.0
503,2010,KV ,Psychology ,1446.0,466.0,977.0,3.0,852.0,191.0,87.0,144.0,1.0,0.0,171.0
504,2015,KV ,Psychology ,1480.0,436.0,1044.0,0.0,642.0,235.0,135.0,221.0,0.0,0.0,247.0
505,2010,KY ,Public Health ,13.0,5.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
506,2015,KY ,Public Health ,24.0,4.0,20.0,0.0,12.0,5.0,3.0,3.0,0.0,0.0,1.0
507,2005,KY ,"Recreation, Sport, and Tourism ",36.0,22.0,14.0,0.0,32.0,0.0,1.0,2.0,0.0,0.0,1.0
508,2010,KY ,"Recreation, Sport, and Tourism ",377.0,237.0,139.0,1.0,265.0,9.0,41.0,25.0,2.0,0.0,35.0
509,2015,KY ,"Recreation, Sport, and Tourism ",317.0,211.0,106.0,0.0,208.0,12.0,46.0,18.0,0.0,0.0,33.0
510,2005,KR ,Regional Planning ,28.0,16.0,12.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,22.0
511,2010,KR ,Regional Planning ,24.0,15.0,9.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,12.0
512,2015,KR ,Regional Planning ,15.0,9.0,6.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,8.0
513,2005,KY ,Rehabilitation ,6.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
514,2010,KY ,Rehabilitation ,6.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
515,2015,KY ,Rehabilitation ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2010,KV ,Religion ,15.0,8.0,7.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0
517,2015,KV ,Religion ,16.0,11.0,5.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0
518,2005,KV ,Religious Studies ,29.0,17.0,12.0,0.0,18.0,3.0,0.0,5.0,0.0,0.0,3.0
519,2010,KV ,Religious Studies ,8.0,3.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0
520,2005,KV ,Rhetoric ,134.0,72.0,62.0,0.0,82.0,4.0,33.0,12.0,1.0,0.0,2.0
521,2010,KV ,Rhetoric ,108.0,62.0,46.0,0.0,61.0,8.0,19.0,11.0,0.0,0.0,9.0
522,2015,KV ,Rhetoric ,8.0,3.0,5.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0
523,2005,KV ,Russian & E European Studies ,12.0,8.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
524,2010,KV ,Russian & E European Studies ,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
525,2005,KV ,Russian Lang & Literature ,4.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
526,2010,KV ,Russian Lang & Literature ,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
527,2015,KV ,Russian Lang & Literature ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
528,2010,KV ,"Russian, E Eur, Eurasian St ",13.0,8.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
529,2015,KV ,"Russian, E Eur, Eurasian St ",12.0,4.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
530,2015,KV ,S Asian & Middle Eastern St ,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
531,2005,KR ,Sculpture ,15.0,8.0,7.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0
532,2010,KR ,Sculpture ,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
533,2015,KR ,Sculpture ,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
534,2005,KN ,Secondary & Continuing Educ ,112.0,48.0,64.0,0.0,51.0,4.0,10.0,3.0,0.0,0.0,44.0
535,2010,KN ,Secondary & Continuing Educ ,33.0,12.0,21.0,0.0,9.0,1.0,3.0,1.0,0.0,0.0,19.0
536,2015,KN ,Secondary & Continuing Educ ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
537,2010,KN ,Secondary Education ,13.0,6.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0
538,2015,KN ,Secondary Education ,22.0,12.0,10.0,0.0,14.0,6.0,0.0,2.0,0.0,0.0,0.0
539,2005,KV ,Slavic Languages & Literature ,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
540,2010,KV ,Slavic Languages & Literature ,14.0,2.0,12.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,8.0
541,2015,KV ,Slavic Languages & Literature ,14.0,4.0,10.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0
542,2015,KV ,Slavic Studies ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
543,2005,LL ,Social Work ,289.0,19.0,270.0,0.0,207.0,5.0,43.0,15.0,1.0,0.0,18.0
544,2010,LL ,Social Work ,307.0,34.0,273.0,0.0,220.0,13.0,34.0,18.0,0.0,0.0,22.0
545,2015,LL ,Social Work ,468.0,56.0,412.0,0.0,282.0,29.0,61.0,64.0,0.0,0.0,32.0
546,2005,KV ,Sociology ,472.0,156.0,316.0,0.0,198.0,33.0,142.0,69.0,2.0,0.0,28.0
547,2010,KV ,Sociology ,411.0,162.0,249.0,0.0,168.0,40.0,87.0,65.0,0.0,0.0,51.0
548,2015,KV ,Sociology ,241.0,107.0,134.0,0.0,80.0,26.0,43.0,37.0,0.0,0.0,55.0
549,2005,KV ,Spanish ,318.0,97.0,221.0,0.0,182.0,16.0,19.0,65.0,1.0,0.0,35.0
550,2010,KV ,Spanish ,226.0,49.0,177.0,0.0,145.0,11.0,4.0,47.0,0.0,0.0,19.0
551,2015,KV ,Spanish ,121.0,27.0,94.0,0.0,55.0,2.0,8.0,33.0,0.0,0.0,23.0
552,2005,KN ,Special Education ,157.0,15.0,142.0,0.0,121.0,7.0,7.0,3.0,0.0,0.0,19.0
553,2010,KN ,Special Education ,140.0,17.0,123.0,0.0,111.0,5.0,7.0,4.0,0.0,0.0,13.0
554,2015,KN ,Special Education ,172.0,17.0,155.0,0.0,132.0,7.0,6.0,17.0,0.0,0.0,10.0
555,2005,KY ,Speech & Hearing Science ,298.0,13.0,285.0,0.0,250.0,11.0,12.0,9.0,0.0,0.0,16.0
556,2010,KY ,Speech & Hearing Science ,336.0,14.0,322.0,0.0,281.0,11.0,4.0,23.0,1.0,0.0,16.0
557,2015,KY ,Speech & Hearing Science ,350.0,16.0,334.0,0.0,259.0,27.0,10.0,35.0,0.0,0.0,19.0
558,2005,KV ,Speech Communication ,504.0,207.0,297.0,0.0,316.0,27.0,83.0,58.0,5.0,0.0,15.0
559,2010,KV ,Speech Communication ,79.0,28.0,51.0,0.0,52.0,5.0,9.0,11.0,0.0,0.0,2.0
560,2015,KV ,Speech Communication ,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
561,2005,KV ,Statistics ,77.0,44.0,33.0,0.0,30.0,9.0,5.0,3.0,0.0,0.0,30.0
562,2010,KV ,Statistics ,177.0,105.0,72.0,0.0,59.0,30.0,9.0,3.0,0.0,0.0,76.0
563,2015,KV ,Statistics ,336.0,193.0,143.0,0.0,69.0,44.0,4.0,10.0,0.0,0.0,209.0
564,2005,KV ,Statistics & Computer Science ,10.0,9.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0
565,2010,KV ,Statistics & Computer Science ,19.0,12.0,7.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,9.0
566,2015,KV ,Statistics & Computer Science ,107.0,86.0,21.0,0.0,24.0,42.0,0.0,3.0,0.0,0.0,38.0
567,2010,KM ,Supply Chain Management ,52.0,32.0,20.0,0.0,34.0,8.0,0.0,3.0,0.0,0.0,7.0
568,2015,KM ,Supply Chain Management ,92.0,38.0,54.0,0.0,65.0,14.0,0.0,3.0,0.0,0.0,10.0
569,2005,KP ,Systems & Entrepreneurial Engr ,27.0,24.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,18.0
570,2010,KP ,Systems & Entrepreneurial Engr ,26.0,21.0,5.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,13.0
571,2015,KP ,Systems & Entrepreneurial Engr ,28.0,21.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,18.0
572,2010,KM ,Taxation ,29.0,16.0,13.0,0.0,12.0,4.0,3.0,0.0,0.0,0.0,10.0
573,2015,KM ,Taxation ,24.0,7.0,17.0,0.0,10.0,4.0,3.0,0.0,0.0,0.0,7.0
574,2005,KV ,Teaching of Biological Science ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
575,2010,KV ,Teaching of Biological Science ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
576,2005,KV ,Teaching of Chemistry ,12.0,3.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
577,2010,KV ,Teaching of Chemistry ,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
