,Term/Year Code,College,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
16,2005 ,KL ,Natural Resrcs & Environ Sci ,196.0,122.0,74.0,0.0,175.0,9.0,1.0,3.0,1.0
17,2005 ,KL ,Nondegree ,11.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
18,2005 ,KL ,Nutritional Sciences ,53.0,10.0,43.0,0.0,31.0,3.0,1.0,3.0,0.0
19,2005 ,KL ,Technical Systems Management ,92.0,86.0,6.0,0.0,82.0,0.0,2.0,6.0,0.0
20,2005 ,KM ,Accountancy ,1261.0,687.0,572.0,2.0,740.0,189.0,46.0,60.0,2.0
21,2005 ,KM ,Business Administration ,952.0,490.0,462.0,0.0,566.0,113.0,58.0,63.0,1.0
22,2005 ,KM ,Business Administration (MBA) ,238.0,171.0,67.0,0.0,90.0,20.0,12.0,5.0,2.0
23,2005 ,KM ,Curric Unassigned ,363.0,220.0,142.0,1.0,250.0,47.0,18.0,23.0,1.0
24,2005 ,KM ,Economics ,16.0,12.0,4.0,0.0,8.0,5.0,0.0,1.0,0.0
25,2005 ,KM ,Finance ,896.0,622.0,271.0,3.0,547.0,140.0,28.0,42.0,1.0
26,2005 ,KM ,Nondegree ,34.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
27,2005 ,KN ,Early Childhood Education ,60.0,2.0,58.0,0.0,48.0,5.0,0.0,4.0,1.0
28,2005 ,KN ,Ed Organization and Leadership ,127.0,47.0,80.0,0.0,96.0,1.0,19.0,5.0,0.0
29,2005 ,KN ,Educ Voc Tech ,95.0,32.0,63.0,0.0,40.0,0.0,15.0,1.0,0.0
30,2005 ,KN ,Education ,6.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
31,2005 ,KN ,Education General ,285.0,32.0,252.0,1.0,223.0,14.0,14.0,25.0,3.0
32,2005 ,KN ,Educational Policy Studies ,135.0,41.0,94.0,0.0,32.0,10.0,37.0,28.0,6.0
33,2005 ,KN ,Educational Psychology ,124.0,34.0,90.0,0.0,47.0,5.0,9.0,6.0,0.0
34,2005 ,KN ,Elementary Education ,408.0,36.0,372.0,0.0,298.0,29.0,20.0,14.0,0.0
35,2005 ,KN ,Nondegree ,6.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
36,2005 ,KN ,Secondary & Continuing Educ ,112.0,48.0,64.0,0.0,51.0,4.0,10.0,3.0,0.0
37,2005 ,KN ,Special Education ,157.0,15.0,142.0,0.0,121.0,7.0,7.0,3.0,0.0
38,2005 ,KP ,Aero & Astro Engineering ,48.0,42.0,6.0,0.0,30.0,2.0,1.0,0.0,0.0
39,2005 ,KP ,Aerospace Engineering ,381.0,326.0,55.0,0.0,281.0,48.0,5.0,12.0,1.0
40,2005 ,KP ,Agricultural Engineering ,93.0,77.0,16.0,0.0,61.0,4.0,2.0,4.0,0.0
41,2005 ,KP ,Bioengineering ,60.0,40.0,20.0,0.0,37.0,16.0,1.0,0.0,0.0
42,2005 ,KP ,Civil Engineering ,795.0,641.0,154.0,0.0,485.0,65.0,10.0,37.0,3.0
43,2005 ,KP ,Computer Engineering ,563.0,520.0,42.0,1.0,309.0,130.0,24.0,32.0,0.0
44,2005 ,KP ,Computer Science ,1064.0,943.0,119.0,2.0,539.0,177.0,12.0,31.0,2.0
45,2005 ,KP ,Electrical Engineering ,1406.0,1223.0,183.0,0.0,531.0,383.0,24.0,31.0,2.0
46,2005 ,KP ,Engineering Mechanics ,78.0,63.0,15.0,0.0,69.0,3.0,1.0,2.0,0.0
47,2005 ,KP ,Engineering Physics ,101.0,87.0,14.0,0.0,83.0,9.0,1.0,3.0,0.0
48,2005 ,KP ,Environ Engr in Civil Engr ,61.0,33.0,28.0,0.0,23.0,3.0,2.0,1.0,0.0
49,2005 ,KP ,Environ Science in Civil Engr ,14.0,9.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0
50,2005 ,KP ,General Engineering ,624.0,509.0,115.0,0.0,473.0,79.0,13.0,28.0,1.0
51,2005 ,KP ,Industrial Engineering ,81.0,54.0,27.0,0.0,50.0,10.0,0.0,2.0,0.0
52,2005 ,KP ,Materials Science & Engr ,383.0,288.0,95.0,0.0,200.0,50.0,7.0,9.0,1.0
53,2005 ,KP ,Mechanical Engineering ,1055.0,931.0,121.0,3.0,700.0,131.0,19.0,42.0,4.0
54,2005 ,KP ,Nondegree ,83.0,65.0,18.0,0.0,9.0,2.0,1.0,0.0,0.0
55,2005 ,KP ,Nuclear Engineering ,159.0,136.0,23.0,0.0,104.0,14.0,2.0,6.0,0.0
56,2005 ,KP ,Physics ,296.0,258.0,38.0,0.0,147.0,16.0,2.0,4.0,0.0
57,2005 ,KP ,Systems & Entrepreneurial Engr ,27.0,24.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0
58,2005 ,KP ,Theoretical & Applied Mechans ,67.0,58.0,9.0,0.0,23.0,2.0,0.0,0.0,0.0
59,2005 ,KR ,Architectural Studies ,534.0,308.0,226.0,0.0,400.0,49.0,15.0,33.0,0.0
60,2005 ,KR ,Architecture ,203.0,114.0,88.0,1.0,128.0,17.0,8.0,14.0,1.0
61,2005 ,KR ,Art Education ,106.0,17.0,89.0,0.0,90.0,6.0,3.0,0.0,0.0
62,2005 ,KR ,Art History ,31.0,3.0,28.0,0.0,20.0,1.0,2.0,2.0,0.0
63,2005 ,KR ,Art and Design ,48.0,25.0,23.0,0.0,35.0,4.0,2.0,0.0,1.0
64,2005 ,KR ,Crafts ,22.0,7.0,15.0,0.0,17.0,2.0,0.0,3.0,0.0
65,2005 ,KR ,Creative Writing ,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
66,2005 ,KR ,Dance ,66.0,8.0,58.0,0.0,53.0,0.0,3.0,2.0,0.0
67,2005 ,KR ,General Curriculum ,176.0,67.0,109.0,0.0,121.0,23.0,4.0,15.0,3.0
68,2005 ,KR ,Graphic Design ,75.0,21.0,54.0,0.0,45.0,17.0,2.0,5.0,0.0
69,2005 ,KR ,History of Art ,22.0,3.0,19.0,0.0,15.0,2.0,1.0,2.0,0.0
70,2005 ,KR ,Industrial Design ,98.0,47.0,51.0,0.0,64.0,18.0,2.0,6.0,0.0
71,2005 ,KR ,Instrumental Music ,122.0,52.0,70.0,0.0,90.0,10.0,3.0,3.0,0.0
72,2005 ,KR ,Landscape Architecture ,158.0,93.0,65.0,0.0,123.0,6.0,2.0,7.0,0.0
73,2005 ,KR ,Music ,277.0,123.0,154.0,0.0,149.0,22.0,4.0,7.0,0.0
74,2005 ,KR ,Music Composition ,9.0,8.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
75,2005 ,KR ,Music Education ,227.0,101.0,126.0,0.0,193.0,16.0,3.0,6.0,2.0
76,2005 ,KR ,Music History ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
77,2005 ,KR ,Musicology ,10.0,5.0,5.0,0.0,5.0,1.0,1.0,1.0,0.0
78,2005 ,KR ,Nondegree ,29.0,16.0,13.0,0.0,12.0,1.0,1.0,0.0,0.0
79,2005 ,KR ,Open Studies ,20.0,15.0,5.0,0.0,15.0,0.0,1.0,1.0,0.0
80,2005 ,KR ,Painting ,48.0,16.0,32.0,0.0,41.0,3.0,1.0,2.0,0.0
81,2005 ,KR ,Photography ,33.0,11.0,22.0,0.0,30.0,3.0,0.0,0.0,0.0
82,2005 ,KR ,Regional Planning ,28.0,16.0,12.0,0.0,4.0,1.0,0.0,1.0,0.0
83,2005 ,KR ,Sculpture ,15.0,8.0,7.0,0.0,9.0,3.0,3.0,0.0,0.0
84,2005 ,KR ,Theatre ,199.0,94.0,105.0,0.0,167.0,1.0,11.0,7.0,1.0
85,2005 ,KR ,Urban Planning ,191.0,98.0,93.0,0.0,138.0,11.0,12.0,7.0,0.0
86,2005 ,KR ,Voice ,19.0,3.0,16.0,0.0,13.0,2.0,3.0,0.0,0.0
87,2005 ,KS ,Nondegree ,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0
88,2005 ,KT ,Advertising ,263.0,67.0,196.0,0.0,193.0,22.0,16.0,13.0,2.0
89,2005 ,KT ,Broadcast Journalism ,79.0,30.0,49.0,0.0,47.0,6.0,15.0,10.0,0.0
90,2005 ,KT ,Communications ,51.0,22.0,29.0,0.0,22.0,3.0,3.0,5.0,0.0
91,2005 ,KT ,Journalism ,31.0,11.0,20.0,0.0,24.0,1.0,2.0,0.0,0.0
92,2005 ,KT ,Media Studies ,122.0,34.0,88.0,0.0,89.0,7.0,10.0,10.0,0.0
93,2005 ,KT ,News-Editorial ,125.0,48.0,77.0,0.0,85.0,12.0,9.0,16.0,0.0
94,2005 ,KT ,Nondegree ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2005 ,KU ,Law ,668.0,397.0,270.0,1.0,366.0,121.0,39.0,49.0,4.0
96,2005 ,KV ,Actuarial Science ,249.0,167.0,82.0,0.0,159.0,38.0,6.0,7.0,1.0
97,2005 ,KV ,African Studies ,11.0,4.0,7.0,0.0,3.0,0.0,6.0,1.0,0.0
98,2005 ,KV ,Anthropology ,207.0,72.0,135.0,0.0,135.0,7.0,9.0,29.0,2.0
99,2005 ,KV ,Applied Mathematics ,35.0,15.0,20.0,0.0,4.0,3.0,0.0,0.0,0.0
100,2005 ,KV ,Asian Studies ,13.0,4.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0
101,2005 ,KV ,Astronomy ,72.0,43.0,29.0,0.0,38.0,3.0,3.0,4.0,0.0
102,2005 ,KV ,Atmospheric Sciences ,37.0,26.0,11.0,0.0,19.0,1.0,0.0,1.0,0.0
103,2005 ,KV ,Biochemistry ,377.0,202.0,174.0,1.0,146.0,132.0,10.0,9.0,1.0
104,2005 ,KV ,Bioengineering ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2005 ,KV ,Biology ,1069.0,495.0,573.0,1.0,654.0,235.0,56.0,48.0,3.0
106,2005 ,KV ,Biophysics & Computnl Biology ,68.0,47.0,21.0,0.0,17.0,7.0,1.0,2.0,0.0
107,2005 ,KV ,Cell and Structural Biology ,74.0,35.0,39.0,0.0,21.0,7.0,2.0,2.0,1.0
108,2005 ,KV ,Chemical Engineering ,394.0,255.0,138.0,1.0,220.0,65.0,10.0,12.0,0.0
109,2005 ,KV ,Chemical Physics ,10.0,8.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0
110,2005 ,KV ,Chemistry ,760.0,449.0,311.0,0.0,492.0,106.0,39.0,34.0,0.0
111,2005 ,KV ,Classical Philology ,7.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
112,2005 ,KV ,Classics ,34.0,16.0,18.0,0.0,28.0,1.0,1.0,2.0,0.0
113,2005 ,KV ,Comparative Literature ,64.0,15.0,49.0,0.0,25.0,4.0,0.0,2.0,0.0
114,2005 ,KV ,Creative Writing ,18.0,8.0,10.0,0.0,13.0,2.0,1.0,2.0,0.0
115,2005 ,KV ,E Asian Languages & Cultures ,67.0,35.0,32.0,0.0,32.0,16.0,1.0,0.0,0.0
116,2005 ,KV ,Economics ,861.0,652.0,209.0,0.0,410.0,139.0,27.0,37.0,1.0
117,2005 ,KV ,English ,1058.0,333.0,724.0,1.0,777.0,80.0,87.0,69.0,3.0
118,2005 ,KV ,Entomology ,33.0,16.0,17.0,0.0,23.0,1.0,1.0,0.0,0.0
119,2005 ,KV ,Finance ,162.0,117.0,45.0,0.0,110.0,28.0,2.0,11.0,1.0
120,2005 ,KV ,French ,102.0,29.0,73.0,0.0,74.0,3.0,4.0,6.0,0.0
121,2005 ,KV ,General Curriculum ,3775.0,1700.0,2070.0,5.0,2313.0,465.0,457.0,345.0,14.0
122,2005 ,KV ,Geography ,82.0,57.0,25.0,0.0,50.0,3.0,4.0,8.0,0.0
123,2005 ,KV ,Geology ,93.0,59.0,34.0,0.0,67.0,2.0,0.0,7.0,1.0
124,2005 ,KV ,German ,23.0,8.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0
125,2005 ,KV ,Germanic Lang & Lit ,23.0,13.0,10.0,0.0,21.0,0.0,1.0,0.0,0.0
126,2005 ,KV ,History ,693.0,417.0,275.0,1.0,554.0,30.0,37.0,35.0,1.0
127,2005 ,KV ,History of Art ,30.0,2.0,28.0,0.0,25.0,2.0,2.0,0.0,0.0
128,2005 ,KV ,Humanities ,7.0,5.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0
129,2005 ,KV ,Individual Plans of Study ,5.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0
130,2005 ,KV ,Integrative Biology ,251.0,113.0,138.0,0.0,192.0,36.0,0.0,13.0,0.0
131,2005 ,KV ,Interdisciplinary ,38.0,18.0,20.0,0.0,27.0,2.0,5.0,3.0,0.0
132,2005 ,KV ,International Studies ,317.0,92.0,225.0,0.0,202.0,33.0,16.0,38.0,3.0
133,2005 ,KV ,Italian ,10.0,2.0,8.0,0.0,7.0,1.0,0.0,1.0,0.0
134,2005 ,KV ,Latin American Studies ,14.0,5.0,9.0,0.0,6.0,0.0,3.0,5.0,0.0
135,2005 ,KV ,Linguistics ,103.0,42.0,61.0,0.0,48.0,7.0,6.0,4.0,0.0
136,2005 ,KV ,Math & Computer Science ,128.0,117.0,10.0,1.0,78.0,19.0,4.0,8.0,0.0
137,2005 ,KV ,Mathematics ,613.0,394.0,219.0,0.0,389.0,61.0,16.0,26.0,2.0
138,2005 ,KV ,Microbiology ,86.0,37.0,49.0,0.0,44.0,6.0,1.0,5.0,0.0
139,2005 ,KV ,Molecular & Integrative Physi ,37.0,21.0,16.0,0.0,8.0,5.0,2.0,3.0,0.0
140,2005 ,KV ,Molecular and Cellular Biology ,794.0,324.0,469.0,1.0,495.0,191.0,36.0,34.0,2.0
141,2005 ,KV ,Molecular&Cell Bio-undeclared ,18.0,10.0,8.0,0.0,9.0,2.0,2.0,2.0,0.0
142,2005 ,KV ,Music ,17.0,10.0,7.0,0.0,13.0,1.0,2.0,0.0,0.0
143,2005 ,KV ,Neuroscience ,59.0,26.0,33.0,0.0,28.0,6.0,0.0,6.0,1.0
144,2005 ,KV ,Nondegree ,130.0,68.0,60.0,2.0,44.0,5.0,1.0,2.0,0.0
145,2005 ,KV ,Philosophy ,137.0,105.0,32.0,0.0,101.0,8.0,10.0,6.0,2.0
146,2005 ,KV ,Physics ,187.0,145.0,42.0,0.0,119.0,33.0,6.0,4.0,1.0
147,2005 ,KV ,Plant Biology ,20.0,10.0,10.0,0.0,12.0,2.0,0.0,0.0,1.0
148,2005 ,KV ,Political Science ,1064.0,642.0,419.0,3.0,728.0,88.0,98.0,99.0,6.0
149,2005 ,KV ,Portuguese ,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
150,2005 ,KV ,Psychology ,1376.0,381.0,995.0,0.0,883.0,148.0,120.0,123.0,2.0
151,2005 ,KV ,Religious Studies ,29.0,17.0,12.0,0.0,18.0,3.0,0.0,5.0,0.0
152,2005 ,KV ,Rhetoric ,134.0,72.0,62.0,0.0,82.0,4.0,33.0,12.0,1.0
153,2005 ,KV ,Russian & E European Studies ,12.0,8.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0
154,2005 ,KV ,Russian Lang & Literature ,4.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
155,2005 ,KV ,Slavic Languages & Literature ,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2005 ,KV ,Sociology ,472.0,156.0,316.0,0.0,198.0,33.0,142.0,69.0,2.0
157,2005 ,KV ,Spanish ,318.0,97.0,221.0,0.0,182.0,16.0,19.0,65.0,1.0
158,2005 ,KV ,Speech Communication ,504.0,207.0,297.0,0.0,316.0,27.0,83.0,58.0,5.0
159,2005 ,KV ,Statistics ,77.0,44.0,33.0,0.0,30.0,9.0,5.0,3.0,0.0
160,2005 ,KV ,Statistics & Computer Science ,10.0,9.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0
161,2005 ,KV ,Teaching of Biological Science ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
162,2005 ,KV ,Teaching of Chemistry ,12.0,3.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0
163,2005 ,KV ,Teaching of English Sec Lang ,50.0,12.0,38.0,0.0,10.0,2.0,0.0,0.0,0.0
164,2005 ,KV ,Teaching of French ,8.0,2.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0
165,2005 ,KV ,Teaching of German ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
166,2005 ,KV ,Teaching of Latin ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
167,2005 ,KV ,Teaching of Mathematics ,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
168,2005 ,KV ,Teaching of Spanish ,27.0,3.0,24.0,0.0,22.0,2.0,0.0,1.0,0.0
169,2005 ,KY ,Audiology ,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
170,2005 ,KY ,Community Health ,447.0,102.0,345.0,0.0,225.0,37.0,131.0,45.0,2.0
171,2005 ,KY ,Kinesiology ,658.0,261.0,397.0,0.0,535.0,24.0,36.0,35.0,4.0
172,2005 ,KY ,Leisure Studies ,420.0,258.0,161.0,1.0,302.0,10.0,54.0,26.0,2.0
173,2005 ,KY ,Nondegree ,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
174,2005 ,KY ,"Recreation, Sport, and Tourism ",36.0,22.0,14.0,0.0,32.0,0.0,1.0,2.0,0.0
175,2005 ,KY ,Rehabilitation ,6.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
176,2005 ,KY ,Speech & Hearing Science ,298.0,13.0,285.0,0.0,250.0,11.0,12.0,9.0,0.0
177,2005 ,LC ,VMS - Veterinary Biosciences ,18.0,6.0,12.0,0.0,9.0,0.0,1.0,0.0,0.0
178,2005 ,LC ,VMS - Veterinary Pathobiology ,24.0,6.0,18.0,0.0,10.0,2.0,1.0,3.0,0.0
179,2005 ,LC ,VMS-Veterinary Clinical Medcne ,27.0,12.0,15.0,0.0,11.0,1.0,1.0,0.0,0.0
180,2005 ,LC ,Veterinary Medicine ,404.0,92.0,312.0,0.0,297.0,14.0,3.0,7.0,1.0
181,2005 ,LE ,Aviation Human Factors ,183.0,168.0,15.0,0.0,160.0,6.0,3.0,10.0,0.0
182,2005 ,LE ,Human Factors ,6.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0
183,2005 ,LE ,Nondegree ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
184,2005 ,LE ,Professional Pilot ,72.0,65.0,7.0,0.0,58.0,2.0,3.0,3.0,0.0
185,2005 ,LG ,Human Res & Industrial Rels ,141.0,51.0,90.0,0.0,82.0,10.0,15.0,5.0,1.0
186,2005 ,LG ,Labor & Industrial Relns ,141.0,51.0,90.0,0.0,82.0,10.0,15.0,5.0,1.0
187,2005 ,LL ,Social Work ,289.0,19.0,270.0,0.0,207.0,5.0,43.0,15.0,1.0
188,2005 ,LN ,Nondegree-CE ,86.0,29.0,57.0,0.0,57.0,7.0,7.0,7.0,1.0
189,2005 ,LP ,Library & Information Science ,247.0,68.0,179.0,0.0,179.0,14.0,10.0,7.0,0.0
