Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American
2015 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,261,225,36,0,55,18,4,4,0
2015 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",82,70,12,0,48,10,4,12,0
2015 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",49,41,8,0,30,5,2,6,0
2015 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",15,14,1,0,11,2,0,1,0
2015 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",9,7,2,0,5,3,0,0,0
2015 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",18,18,0,0,14,2,0,0,0
2015 ,KP ,973 ,NDEG ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",2,1,1,0,0,0,0,0,0
2015 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,3,2,1,0,3,0,0,0,0
2015 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",58,53,5,0,21,3,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KR ,447 ,NDEG ,0067 ,Nondegree ,30,15,15,0,6,0,3,2,0
2015 ,KR ,495 ,AD ,0265 ,Music ,7,2,5,0,0,0,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,8,4,4,0,3,0,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,15,7,8,0,10,1,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,135,42,93,0,35,5,1,9,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,20,17,3,0,9,1,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,5,3,2,0,3,1,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,33,28,5,0,22,1,1,1,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,1,1,0,0,1,0,0,0,0
2015 ,KR ,495 ,AMUSD ,0265 ,Music ,2,2,0,0,1,0,0,0,0
2015 ,KR ,495 ,BA ,0265 ,Music ,26,21,5,0,17,3,1,2,0
2015 ,KR ,495 ,BME ,0168 ,Music Education ,41,13,28,0,30,2,1,4,0
2015 ,KR ,495 ,BME ,0168 ,Music Education ,114,53,61,0,89,6,3,13,0
2015 ,KR ,495 ,BME ,0168 ,Music Education ,13,1,12,0,11,0,0,1,0
2015 ,KR ,495 ,BMUS ,0157 ,Voice ,28,6,22,0,20,0,2,4,0
2015 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,76,33,43,0,44,8,4,8,0
2015 ,KR ,495 ,BMUS ,0159 ,Music Composition ,8,7,1,0,3,0,0,2,0
2015 ,KR ,495 ,BMUS ,0161 ,Open Studies ,3,0,3,0,3,0,0,0,0
2015 ,KR ,495 ,BMUS ,1481 ,Musicology ,3,1,2,0,0,1,0,1,0
2015 ,KR ,495 ,BMUS ,5045 ,Jazz Performance ,31,30,1,0,20,1,6,0,0
2015 ,KR ,495 ,EDD ,0168 ,Music Education ,1,0,1,0,0,0,1,0,0
2015 ,KR ,495 ,MME ,0168 ,Music Education ,5,2,3,0,4,0,1,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,1,1,0,0,0,0,0,1,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,3,3,0,0,2,0,0,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,53,25,28,0,40,3,1,4,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,4,4,0,0,2,1,0,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,7,3,4,0,6,0,0,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,1,0,1,0,0,0,0,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,3,2,1,0,2,0,0,1,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,2,2,0,0,1,0,0,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,2,0,2,0,1,0,1,0,0
2015 ,KR ,495 ,MMUS ,0265 ,Music ,13,10,3,0,9,1,1,1,0
2015 ,KR ,495 ,PHD ,0168 ,Music Education ,6,5,1,0,5,1,0,0,0
2015 ,KR ,495 ,PHD ,1481 ,Musicology ,19,9,10,0,15,1,1,1,0
2015 ,KR ,526 ,BFA ,0148 ,Graphic Design ,94,19,75,0,60,12,2,7,0
2015 ,KR ,526 ,BFA ,0149 ,Crafts ,2,0,2,0,1,0,0,0,0
2015 ,KR ,526 ,BFA ,0149 ,Crafts ,14,1,12,1,4,1,0,0,0
2015 ,KR ,526 ,BFA ,0150 ,History of Art ,5,0,5,0,4,0,1,0,0
2015 ,KR ,526 ,BFA ,0151 ,Photography ,9,1,8,0,4,1,0,3,0
2015 ,KR ,526 ,BFA ,0152 ,Industrial Design ,132,53,79,0,48,26,5,11,0
2015 ,KR ,526 ,BFA ,0153 ,Painting ,20,4,16,0,9,0,4,0,0
2015 ,KR ,526 ,BFA ,0154 ,Sculpture ,1,0,1,0,0,1,0,0,0
2015 ,KR ,526 ,BFA ,0169 ,Art Education ,25,4,21,0,16,3,0,6,0
2015 ,KR ,526 ,BFA ,5128 ,New Media ,17,10,7,0,6,5,1,3,0
2015 ,KR ,526 ,EDM ,0169 ,Art Education ,2,0,2,0,1,0,0,1,0
2015 ,KR ,526 ,MA ,0169 ,Art Education ,4,1,3,0,1,1,0,0,0
2015 ,KR ,526 ,MA ,0250 ,Art History ,3,0,3,0,3,0,0,0,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,4,2,2,0,4,0,0,0,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,1,5,0,3,0,0,0,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,10,3,7,0,4,0,0,1,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,6,1,5,0,4,0,0,1,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,8,3,5,0,5,1,0,2,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,1,1,0,0,1,0,0,0,0
2015 ,KR ,526 ,MFA ,0252 ,Art and Design ,7,2,5,0,6,0,0,0,0
2015 ,KR ,526 ,NONE ,4090 ,Art Foundation ,115,43,72,0,47,17,5,11,0
2015 ,KR ,526 ,PHD ,0169 ,Art Education ,11,4,7,0,6,0,0,0,0
2015 ,KR ,526 ,PHD ,0250 ,Art History ,18,1,17,0,11,0,0,2,0
2015 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,63,27,36,0,26,3,1,8,0
2015 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,51,9,42,0,9,1,0,0,0
2015 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,13,5,8,0,5,0,0,0,0
2015 ,KR ,733 ,BA ,0155 ,Urban Planning ,89,41,48,0,39,7,7,6,0
2015 ,KR ,733 ,MUP ,0155 ,Urban Planning ,53,21,32,0,24,2,3,1,0
2015 ,KR ,733 ,PHD ,0274 ,Regional Planning ,15,9,6,0,4,1,1,1,0
2015 ,KR ,767 ,BS ,0146 ,Architectural Studies ,398,218,180,0,175,47,17,53,1
2015 ,KR ,767 ,MARCH ,0249 ,Architecture ,126,74,52,0,67,10,0,4,0
2015 ,KR ,767 ,MARCH ,0249 ,Architecture ,34,21,13,0,9,6,1,1,0
2015 ,KR ,767 ,MS ,4091 ,Architectural Studies ,4,2,2,0,2,0,0,0,0
2015 ,KR ,767 ,PHD ,0249 ,Architecture ,12,10,2,0,4,1,0,1,0
2015 ,KR ,801 ,BA ,0261 ,Dance ,1,0,1,0,0,1,0,0,0
2015 ,KR ,801 ,BFA ,0261 ,Dance ,57,10,47,0,36,2,9,4,0
2015 ,KR ,801 ,MFA ,0261 ,Dance ,12,3,9,0,8,0,3,0,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,7,3,4,0,4,0,0,2,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,11,3,8,0,10,0,0,1,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,30,17,13,0,22,0,4,2,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,2,0,2,0,1,0,0,1,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,2,2,0,0,2,0,0,0,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,1,1,0,0,0,0,1,0,0
2015 ,KR ,883 ,BFA ,0162 ,Theatre ,2,1,1,0,2,0,0,0,0
2015 ,KR ,883 ,MA ,0162 ,Theatre ,4,1,3,0,4,0,0,0,0
2015 ,KR ,883 ,MFA ,0162 ,Theatre ,40,18,22,0,26,1,0,6,0
2015 ,KR ,883 ,MFA ,0162 ,Theatre ,9,6,3,0,4,1,4,0,0
2015 ,KR ,883 ,NONE ,0162 ,Theatre ,42,16,26,0,26,0,7,6,0
2015 ,KR ,883 ,PHD ,0162 ,Theatre ,10,4,6,0,7,0,0,0,1
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KS ,486 ,NDEG ,0067 ,Nondegree ,46,25,21,0,36,2,2,0,0
2015 ,KS ,913 ,PHD ,5094 ,Informatics ,30,23,7,0,12,2,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KT ,238 ,PHD ,0279 ,Communications ,6,2,4,0,0,1,1,1,0
2015 ,KT ,238 ,PHD ,5202 ,Communications and Media ,40,13,27,0,8,1,2,3,0
2015 ,KT ,408 ,BS ,0277 ,Advertising ,562,182,380,0,362,55,27,44,0
2015 ,KT ,408 ,BS ,0279 ,Communications ,1,1,0,0,0,0,1,0,0
2015 ,KT ,408 ,MS ,0277 ,Advertising ,27,4,23,0,3,2,0,0,0
2015 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,16,5,11,0,4,3,3,3,0
2015 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,36,18,18,0,19,6,1,5,0
2015 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,35,11,24,0,13,7,2,4,0
2015 ,KT ,642 ,BS ,0278 ,Journalism ,131,49,82,0,68,11,20,19,0
2015 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,77,24,53,0,53,8,2,9,0
2015 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,100,35,65,0,58,6,15,10,0
2015 ,KT ,642 ,MS ,0278 ,Journalism ,8,3,5,0,4,0,1,1,0
2015 ,KT ,642 ,MS ,0278 ,Journalism ,2,1,1,0,1,0,1,0,0
2015 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,10,1,9,0,9,0,0,1,0
2015 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,20,6,14,0,16,0,2,1,0
2015 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,5,1,4,0,5,0,0,0,0
2015 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,6,0,6,0,5,0,0,1,0
2015 ,KT ,934 ,NDEG ,0067 ,Nondegree ,22,9,13,0,4,0,0,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KU ,853 ,JD ,0385 ,Law ,474,285,189,0,257,48,30,40,0
2015 ,KU ,853 ,JSD ,0281 ,Law ,10,4,6,0,0,0,0,0,0
2015 ,KU ,853 ,LLM ,0281 ,Law ,73,28,45,0,0,1,1,0,0
2015 ,KU ,853 ,MSL ,5223 ,Law ,2,0,2,0,1,1,0,0,0
2015 ,KU ,853 ,NDEG ,0385 ,Law ,21,15,6,0,0,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KV ,241 ,BALAS ,0340 ,Anthropology ,75,24,51,0,34,7,6,18,1
2015 ,KV ,241 ,BALAS ,0340 ,Anthropology ,7,1,6,0,5,1,0,1,0
2015 ,KV ,241 ,BALAS ,0340 ,Anthropology ,3,2,1,0,0,1,0,2,0
2015 ,KV ,241 ,BSLAS ,5348 ,Computer Sci & Anthropology ,10,8,2,0,3,4,0,0,0
2015 ,KV ,241 ,BSLAS ,5348 ,Computer Sci & Anthropology ,1,0,1,0,0,0,0,0,0
2015 ,KV ,241 ,PHD ,0340 ,Anthropology ,61,16,45,0,30,3,4,3,0
2015 ,KV ,253 ,BSLAS ,0334 ,Atmospheric Sciences ,62,34,28,0,42,6,4,8,0
2015 ,KV ,253 ,BSLAS ,0334 ,Atmospheric Sciences ,3,2,1,0,2,0,0,1,0
2015 ,KV ,253 ,MS ,0334 ,Atmospheric Sciences ,19,17,2,0,12,0,0,1,0
2015 ,KV ,253 ,PHD ,0334 ,Atmospheric Sciences ,27,12,15,0,10,1,1,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,32,24,8,0,13,5,0,1,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,36,17,19,0,6,2,0,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,5,5,0,0,1,3,0,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3,2,1,0,1,0,0,1,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,20,16,4,0,2,3,1,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,17,9,8,0,2,1,0,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,1,1,0,0,0,0,0,0,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,38,15,23,0,26,7,0,5,0
2015 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,1,1,0,0,1,0,0,0,0
2015 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,340,204,135,1,142,67,3,16,0
2015 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,49,20,29,0,10,8,0,0,0
2015 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,254,210,44,0,78,68,3,10,0
2015 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,9,6,3,0,3,0,0,0,0
2015 ,KV ,257 ,MS ,0290 ,Teaching of Mathematics ,1,1,0,0,1,0,0,0,0
2015 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,9,6,3,0,0,0,0,1,0
2015 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,27,14,13,0,4,1,0,0,0
2015 ,KV ,257 ,MS ,0439 ,Mathematics ,19,12,7,0,9,1,0,4,1
2015 ,KV ,257 ,NONE ,0439 ,Mathematics ,425,265,160,0,90,71,6,23,0
2015 ,KV ,257 ,PHD ,0439 ,Mathematics ,162,98,64,0,52,7,1,12,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",44,21,23,0,27,4,0,3,1
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",15,6,9,0,10,2,1,1,1
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",1,0,1,0,1,0,0,0,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",44,23,21,0,27,0,2,8,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",11,5,6,0,9,0,0,2,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",10,3,7,0,5,0,2,1,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",15,6,9,0,8,4,2,1,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",4,3,1,0,2,1,0,0,0
2015 ,KV ,265 ,BSLAS ,5313 ,"Earth, Soc, Env Sustainability ",8,3,5,0,7,0,0,0,0
2015 ,KV ,299 ,BSLAS ,0338 ,Psychology ,1224,346,878,0,511,205,123,202,0
2015 ,KV ,299 ,BSLAS ,0338 ,Psychology ,109,37,72,0,60,14,7,10,0
2015 ,KV ,299 ,PHD ,0338 ,Psychology ,147,53,94,0,71,16,5,9,0
2015 ,KV ,303 ,BALAS ,1008 ,African American Studies ,10,2,8,0,0,0,10,0,0
2015 ,KV ,303 ,BALAS ,1008 ,African American Studies ,1,1,0,0,0,0,1,0,0
2015 ,KV ,324 ,BALAS ,0344 ,Sociology ,172,82,90,0,52,18,40,31,0
2015 ,KV ,324 ,BALAS ,0344 ,Sociology ,19,6,13,0,8,4,2,2,0
2015 ,KV ,324 ,MA ,0344 ,Sociology ,1,0,1,0,0,1,0,0,0
2015 ,KV ,324 ,PHD ,0344 ,Sociology ,49,19,30,0,20,3,1,4,0
2015 ,KV ,361 ,MS ,0324 ,Entomology ,11,6,5,0,9,1,0,1,0
2015 ,KV ,361 ,PHD ,0324 ,Entomology ,31,17,14,0,20,0,2,1,0
2015 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,41,14,27,0,18,11,0,3,0
2015 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,4,1,3,0,2,1,0,1,0
2015 ,KV ,362 ,MA ,5311 ,East Asian Studies ,18,9,9,0,4,3,1,0,0
2015 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,24,7,17,0,2,3,0,0,0
2015 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,1,0,1,0,0,0,0,0,0
2015 ,KV ,377 ,MS ,0320 ,Plant Biology ,5,1,4,0,5,0,0,0,0
2015 ,KV ,377 ,MS ,5461 ,Plant Biotechnology ,3,2,1,0,1,1,0,0,0
2015 ,KV ,377 ,PHD ,0320 ,Plant Biology ,31,13,18,0,15,2,0,4,0
2015 ,KV ,383 ,BALAS ,0438 ,Integrative Biology ,1,0,1,0,0,1,0,0,0
2015 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,347,134,213,0,196,62,23,39,0
2015 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,12,5,7,0,7,3,0,1,0
2015 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,34,13,21,0,23,8,0,1,0
2015 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,8,1,7,0,5,2,0,0,0
2015 ,KV ,383 ,MS ,0314 ,Biology ,4,1,3,0,3,0,0,0,0
2015 ,KV ,383 ,MS ,5107 ,"Ecol, Evol, Conservation Biol ",2,1,1,0,2,0,0,0,0
2015 ,KV ,383 ,PHD ,0314 ,Biology ,8,5,3,0,6,0,0,2,0
2015 ,KV ,383 ,PHD ,5107 ,"Ecol, Evol, Conservation Biol ",32,13,19,0,21,1,2,3,1
2015 ,KV ,397 ,BSLAS ,0314 ,Biology ,5,2,3,0,4,1,0,0,0
2015 ,KV ,397 ,BSLAS ,0314 ,Biology ,1,1,0,0,1,0,0,0,0
2015 ,KV ,397 ,NONE ,0314 ,Biology ,712,293,419,0,318,203,55,85,1
2015 ,KV ,405 ,BALAS ,0074 ,Economics ,817,602,215,0,294,159,26,33,0
2015 ,KV ,405 ,BALAS ,0074 ,Economics ,77,52,25,0,32,6,0,6,0
2015 ,KV ,405 ,MS ,0074 ,Economics ,133,78,55,0,6,2,1,0,0
2015 ,KV ,405 ,PHD ,0074 ,Economics ,114,72,42,0,11,2,0,4,0
2015 ,KV ,413 ,BS ,0335 ,Chemistry ,232,141,91,0,94,44,10,20,0
2015 ,KV ,413 ,BS ,0335 ,Chemistry ,3,2,1,0,2,1,0,0,0
2015 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,304,175,129,0,114,75,14,36,0
2015 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,27,16,11,0,13,6,0,2,0
2015 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,8,3,5,0,8,0,0,0,0
2015 ,KV ,413 ,BSLAS ,5350 ,Computer Sci & Chemistry ,27,18,9,0,8,12,0,1,0
2015 ,KV ,413 ,MS ,0294 ,Teaching of Chemistry ,2,1,1,0,2,0,0,0,0
2015 ,KV ,413 ,MS ,0335 ,Chemistry ,1,1,0,0,1,0,0,0,0
2015 ,KV ,413 ,PHD ,0335 ,Chemistry ,306,189,117,0,154,28,2,17,2
2015 ,KV ,413 ,PHD ,0337 ,Chemical Physics ,7,6,1,0,3,1,1,0,0
2015 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,887,441,446,0,421,268,44,86,0
2015 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,110,55,55,0,57,31,3,5,0
2015 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,39,18,21,0,18,13,1,0,0
2015 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,5,3,2,0,3,2,0,0,0
2015 ,KV ,415 ,NONE ,3854 ,Molecular&Cell Bio-undeclared ,34,16,18,0,10,2,1,1,0
2015 ,KV ,415 ,PHD ,0319 ,Biophysics & Computnl Biology ,46,37,9,0,12,6,0,0,0
2015 ,KV ,415 ,PHD ,0323 ,Neuroscience ,67,32,35,0,36,9,2,4,0
2015 ,KV ,415 ,PHD ,5414 ,Biophysics & Quant Biology ,8,3,5,0,0,1,0,0,0
2015 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,54,34,20,0,28,7,0,3,0
2015 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,1,1,0,0,0,0,0,0,0
2015 ,KV ,430 ,BSLAS ,5349 ,Computer Sci & Astronomy ,18,14,4,0,6,6,2,0,0
2015 ,KV ,430 ,PHD ,0333 ,Astronomy ,27,12,15,0,11,2,0,1,0
2015 ,KV ,438 ,BS ,0318 ,Biochemistry ,166,86,80,0,63,52,4,8,0
2015 ,KV ,438 ,MS ,0318 ,Biochemistry ,1,1,0,0,0,0,0,0,0
2015 ,KV ,438 ,PHD ,0318 ,Biochemistry ,67,40,27,0,21,8,0,5,0
2015 ,KV ,451 ,BALAS ,0342 ,History ,154,95,59,0,106,8,9,22,0
2015 ,KV ,451 ,BALAS ,0342 ,History ,11,7,4,0,7,1,0,2,0
2015 ,KV ,451 ,BALAS ,0342 ,History ,40,19,21,0,31,3,0,5,0
2015 ,KV ,451 ,PHD ,0342 ,History ,95,51,44,0,52,2,4,13,0
2015 ,KV ,451 ,PHD ,0342 ,History ,1,1,0,0,1,0,0,0,0
2015 ,KV ,461 ,MA ,0283 ,African Studies ,3,0,3,0,2,0,0,0,0
2015 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,1,1,0,0,0,0,1,0,0
2015 ,KV ,489 ,BALAS ,5164 ,Communication ,703,288,415,0,373,49,96,96,1
2015 ,KV ,489 ,BALAS ,5164 ,Communication ,29,8,21,0,20,3,0,3,0
2015 ,KV ,489 ,MA ,5164 ,Communication ,17,6,11,0,11,0,1,3,0
2015 ,KV ,489 ,PHD ,0313 ,Speech Communication ,1,1,0,0,0,0,0,1,0
2015 ,KV ,489 ,PHD ,5164 ,Communication ,37,11,26,0,25,1,3,0,0
2015 ,KV ,490 ,BALAS ,5197 ,Religion ,7,4,3,0,3,0,0,2,0
2015 ,KV ,490 ,MA ,5197 ,Religion ,9,7,2,0,7,0,0,0,0
2015 ,KV ,499 ,BALAS ,0311 ,English ,265,84,181,0,167,27,12,37,1
2015 ,KV ,499 ,BALAS ,0311 ,English ,22,5,17,0,15,4,1,0,0
2015 ,KV ,499 ,BALAS ,0311 ,English ,55,10,45,0,40,4,3,6,0
2015 ,KV ,499 ,BALAS ,0311 ,English ,1,0,1,0,1,0,0,0,0
2015 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,6,3,3,0,3,1,1,1,0
2015 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,2,0,2,0,1,0,0,1,0
2015 ,KV ,499 ,BALAS ,5347 ,Creative Writing ,69,24,45,0,37,6,12,8,0
2015 ,KV ,499 ,BALAS ,5347 ,Creative Writing ,5,0,5,0,3,1,0,0,0
2015 ,KV ,499 ,MA ,0311 ,English ,20,10,10,0,13,1,1,2,0
2015 ,KV ,499 ,MFA ,1136 ,Creative Writing ,17,9,8,0,14,0,2,0,0
2015 ,KV ,499 ,PHD ,0311 ,English ,72,26,46,0,48,6,1,9,1
2015 ,KV ,499 ,PHD ,0311 ,English ,3,0,3,0,1,1,0,0,0
2015 ,KV ,499 ,PHD ,0311 ,English ,1,0,1,0,1,0,0,0,0
2015 ,KV ,514 ,BALAS ,0308 ,Classics ,8,3,5,0,7,0,0,1,0
2015 ,KV ,514 ,BALAS ,0308 ,Classics ,1,1,0,0,1,0,0,0,0
2015 ,KV ,514 ,BALAS ,0308 ,Classics ,1,1,0,0,1,0,0,0,0
2015 ,KV ,514 ,BALAS ,0308 ,Classics ,1,1,0,0,0,0,0,0,0
2015 ,KV ,514 ,BALAS ,0308 ,Classics ,1,0,1,0,0,0,1,0,0
2015 ,KV ,514 ,MA ,0308 ,Classics ,3,3,0,0,2,0,1,0,0
2015 ,KV ,514 ,MA ,0308 ,Classics ,1,0,1,0,0,0,0,1,0
2015 ,KV ,514 ,MA ,0345 ,Teaching of Latin ,2,1,1,0,2,0,0,0,0
2015 ,KV ,514 ,PHD ,0347 ,Classical Philology ,10,7,3,0,7,0,0,0,0
2015 ,KV ,553 ,BALAS ,4097 ,"Russian, E Eur, Eurasian St ",4,1,3,0,4,0,0,0,0
2015 ,KV ,553 ,MA ,4097 ,"Russian, E Eur, Eurasian St ",8,3,5,0,6,0,0,0,0
2015 ,KV ,580 ,BALAS ,0150 ,History of Art ,17,1,16,0,10,0,0,1,0
2015 ,KV ,580 ,BALAS ,0150 ,History of Art ,1,0,1,0,0,1,0,0,0
2015 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,3,2,1,0,0,0,0,0,0
2015 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,1,0,1,0,0,0,0,0,0
2015 ,KV ,580 ,BALAS ,5206 ,Global Studies ,166,45,121,0,79,27,8,25,0
2015 ,KV ,580 ,BALAS ,5206 ,Global Studies ,36,6,30,0,21,5,2,5,0
2015 ,KV ,580 ,BS ,0240 ,Physics ,241,208,33,0,104,34,2,12,0
2015 ,KV ,580 ,BSLAS ,0240 ,Physics ,125,106,19,0,43,26,2,7,0
2015 ,KV ,580 ,BSLAS ,0240 ,Physics ,18,17,1,0,9,3,0,0,0
2015 ,KV ,580 ,BSLAS ,0240 ,Physics ,2,1,1,0,2,0,0,0,0
2015 ,KV ,580 ,BSLAS ,0463 ,Individual Plans of Study ,7,3,4,0,3,2,0,1,0
2015 ,KV ,580 ,NDEG ,0067 ,Nondegree ,213,98,115,0,70,14,4,4,0
2015 ,KV ,580 ,NONE ,0390 ,General Curriculum ,155,102,53,0,51,39,20,20,0
2015 ,KV ,580 ,NONE ,5246 ,LAS - Undeclared ,135,40,95,0,2,8,71,48,0
2015 ,KV ,583 ,BSLAS ,0329 ,Statistics ,145,92,53,0,35,30,2,6,0
2015 ,KV ,583 ,BSLAS ,0329 ,Statistics ,45,26,19,0,13,5,0,1,0
2015 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,100,81,19,0,22,42,0,3,0
2015 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,7,5,2,0,2,0,0,0,0
2015 ,KV ,583 ,MS ,0329 ,Statistics ,54,22,32,0,5,3,0,0,0
2015 ,KV ,583 ,MS ,0329 ,Statistics ,5,2,3,0,0,0,0,1,0
2015 ,KV ,583 ,MS ,0329 ,Statistics ,45,22,23,0,9,2,1,1,0
2015 ,KV ,583 ,PHD ,0329 ,Statistics ,42,29,13,0,7,4,1,1,0
2015 ,KV ,584 ,PHD ,4094 ,Cell and Developmental Biology ,45,20,25,0,6,5,0,2,0
2015 ,KV ,585 ,BA ,0297 ,Teaching of Spanish ,10,0,10,0,6,0,0,4,0
2015 ,KV ,585 ,BALAS ,0306 ,Portuguese ,1,0,1,0,0,0,0,1,0
